 Location:  5S  95W  24 Apr 1994 to 10 May 2012 ( 6592 times, 11 blocks) Gen. Date Nov 24 2013
 Units: Winds (M/S), W. Dir (DEG), -99.9 = missing, (1,1) is NE at sqrt(2) m/s
 Time: 1200 24 Apr 1994 to 1200 15 Mar 1997 (index     1 to  1057, 1057 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 19980127 1200  -3.7   3.1   4.8 310.1 12 55
 19980128 1200  -3.4   1.3   3.6 291.3 12 55
 19980129 1200  -3.9   1.7   4.2 294.2 12 55
 19980130 1200  -4.3   5.7   7.2 323.1 12 55
 19980131 1200  -4.6   4.5   6.4 314.6 12 55
 19980201 1200  -3.4   0.7   3.5 280.8 12 55
 19980202 1200  -0.1  -0.2   0.2 212.2 12 55
 19980203 1200   0.8   5.8   5.9   8.2 12 55
 19980204 1200  -0.5   5.6   5.7 355.0 12 55
 19980205 1200   5.1   2.3   5.6  65.7 12 55
 19980206 1200   1.6   4.4   4.7  19.6 12 55
 19980207 1200   0.5   3.5   3.6   8.2 12 55
 19980208 1200   1.4   4.9   5.1  15.8 12 55
 19980209 1200   1.5   2.5   2.9  30.8 12 55
 19980210 1200   2.0   1.5   2.5  52.2 12 55
 19980211 1200   0.4   0.5   0.6  38.8 12 55
 19980212 1200  -2.4   0.4   2.4 279.5 12 55
 19980213 1200  -2.1   3.6   4.2 329.8 12 55
 19980214 1200  -3.6   3.3   4.9 313.0 12 55
 19980215 1200  -4.1  -1.9   4.5 245.4 12 55
 19980216 1200  -4.6  -0.8   4.7 259.7 12 55
 19980217 1200  -5.2   3.9   6.5 307.0 12 55
 19980218 1200  -4.8   6.0   7.7 321.4 12 55
 19980219 1200  -2.0   2.8   3.5 324.7 12 55
 19980220 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19980221 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19980222 1200  -1.7   5.8   6.1 343.5 22 55
 19980223 1200  -4.0   4.2   5.8 315.9 22 55
 19980224 1200  -3.3   5.1   6.1 326.8 22 55
 19980225 1200  -2.9   5.5   6.2 332.8 22 55
 19980226 1200  -3.1   5.3   6.2 330.0 22 55
 19980227 1200  -1.2   4.0   4.2 342.9 22 55
 19980228 1200  -0.9   0.3   1.0 289.3 22 55
 19980301 1200  -4.0   1.3   4.2 288.7 22 55
 19980302 1200  -4.0   1.3   4.2 287.5 22 55
 19980303 1200  -4.5   0.4   4.5 274.8 22 55
 19980304 1200  -4.1   3.5   5.4 310.0 22 55
 19980305 1200  -5.3   4.8   7.2 312.2 22 55
 19980306 1200  -5.5   2.5   6.0 294.3 22 55
 19980307 1200  -5.2   3.6   6.4 304.9 22 55
 19980308 1200  -3.7   2.2   4.3 300.5 22 55
 19980309 1200  -3.3   2.5   4.2 308.0 22 55
 19980310 1200  -4.8   2.6   5.4 298.3 22 55
 19980311 1200  -3.6   2.1   4.2 300.6 22 55
 19980312 1200  -1.3   4.2   4.4 343.1 22 55
 19980313 1200  -0.4   2.4   2.5 350.1 22 55
 19980314 1200   0.3   1.2   1.2  13.6 22 55
 19980315 1200  -1.4   2.2   2.6 327.7 22 55
 19980316 1200  -1.6   2.6   3.1 327.9 22 55
 19980317 1200  -3.5   1.9   4.0 298.2 22 55
 19980318 1200  -5.0   1.4   5.2 285.4 22 55
 19980319 1200  -1.2   0.1   1.2 274.4 22 55
 19980320 1200  -5.7   1.9   6.0 288.9 22 55
 19980321 1200  -5.7   4.9   7.5 310.5 22 55
 19980322 1200  -2.2   4.2   4.8 332.0 22 55
 19980323 1200  -2.6   4.2   4.9 327.7 22 55
 19980324 1200  -2.1   2.8   3.5 322.9 22 55
 19980325 1200  -2.3   1.5   2.7 303.8 22 55
 19980326 1200  -0.5   1.8   1.9 344.8 22 55
 19980327 1200  -3.1   4.3   5.3 324.1 22 55
 19980328 1200  -1.4   4.3   4.5 341.2 22 55
 19980329 1200   1.3   3.5   3.7  20.3 22 55
 19980330 1200  -4.3   4.3   6.1 315.0 22 55
 19980331 1200  -3.4   3.6   4.9 316.9 22 55
 19980401 1200   2.4   1.8   3.0  52.4 22 55
 19980402 1200   2.2  -1.1   2.5 117.4 22 55
 19980403 1200   1.0   1.2   1.6  40.6 22 55
 19980404 1200  -0.5   3.3   3.3 352.0 22 55
 19980405 1200  -5.5   3.1   6.3 299.8 22 55
 19980406 1200  -2.9   0.6   3.0 282.3 22 55
 19980407 1200  -2.6   2.2   3.4 310.7 22 55
 19980408 1200  -4.5   3.2   5.5 305.3 22 55
 19980409 1200  -3.3   5.0   6.0 326.8 22 55
 19980410 1200  -2.2   6.0   6.3 340.0 22 55
 19980411 1200  -2.7   4.4   5.1 328.0 22 55
 19980412 1200  -2.0   2.1   2.9 316.1 22 55
 19980413 1200  -4.3   2.5   5.0 300.2 22 55
 19980414 1200  -5.5   3.7   6.6 303.8 22 55
 19980415 1200  -6.4   4.8   8.0 307.0 22 55
 19980416 1200  -5.8   5.2   7.8 312.3 22 55
 19980417 1200  -6.3   3.7   7.3 300.0 22 55
 19980418 1200  -3.7   2.3   4.3 301.3 22 55
 19980419 1200  -4.4   3.9   5.9 311.2 22 55
 19980420 1200  -5.5   3.1   6.3 299.3 22 55
 19980421 1200  -5.0   5.4   7.3 317.3 22 55
 19980422 1200  -3.9   4.7   6.1 320.6 22 55
 19980423 1200  -3.4   5.2   6.2 326.5 22 55
 19980424 1200   2.2   3.0   3.7  35.9 22 55
 19980425 1200  -1.9   1.4   2.4 306.0 22 55
 19980426 1200  -3.5   4.1   5.4 319.4 22 55
 19980427 1200  -5.5   2.6   6.0 295.4 22 55
 19980428 1200  -5.0   1.7   5.2 288.6 22 55
 19980429 1200  -5.7   3.8   6.8 303.7 22 55
 19980430 1200  -4.2   5.4   6.8 321.8 22 55
 19980501 1200  -1.8   5.0   5.4 340.3 22 55
 19980502 1200  -0.4   3.7   3.7 353.2 22 55
 19980503 1200  -2.6   2.9   3.9 318.1 22 55
 19980504 1200  -2.8   3.9   4.8 324.7 22 55
 19980505 1200  -5.0   3.8   6.2 307.2 22 55
 19980506 1200  -4.3   3.2   5.3 306.5 22 55
 19980507 1200  -4.6   2.2   5.1 295.2 22 55
 19980508 1200  -2.2   2.4   3.3 318.4 22 55
 19980509 1200  -4.5   4.7   6.5 316.0 22 55
 19980510 1200  -4.8   5.9   7.7 320.7 22 55
 19980511 1200  -6.8   6.2   9.3 312.4 22 55
 19980512 1200  -7.5   3.6   8.3 295.3 22 55
 19980513 1200  -7.6   3.7   8.5 296.0 22 55
 19980514 1200  -7.1   3.8   8.0 298.1 22 55
 19980515 1200  -6.8   3.7   7.8 298.6 22 55
 19980516 1200  -6.3   3.8   7.4 300.9 22 55
 19980517 1200  -5.6   3.0   6.3 298.6 22 55
 19980518 1200  -5.4   2.6   6.0 295.3 22 55
 19980519 1200  -4.5   3.0   5.4 304.0 22 55
 19980520 1200  -4.4   6.1   7.5 324.2 22 55
 19980521 1200  -6.0   6.4   8.8 317.1 22 55
 19980522 1200  -6.6   6.6   9.3 314.9 22 55
 19980523 1200  -6.6   4.9   8.2 306.3 22 55
 19980524 1200  -6.4   3.5   7.3 298.7 22 55
 19980525 1200  -4.0   2.8   4.9 305.0 22 55
 19980526 1200  -1.6   1.9   2.5 318.9 22 55
 19980527 1200  -3.5   1.4   3.7 291.9 22 55
 19980528 1200  -4.5   3.6   5.8 308.8 22 55
 19980529 1200  -6.2   2.8   6.8 294.2 22 55
 19980530 1200  -6.4   3.3   7.2 297.1 22 55
 19980531 1200  -5.7   3.5   6.7 301.8 22 55
 19980601 1200  -4.6   2.3   5.1 296.8 22 55
 19980602 1200  -3.7   1.4   4.0 290.1 22 55
 19980603 1200  -3.1   3.3   4.5 316.1 22 55
 19980604 1200  -2.6   4.4   5.1 329.9 22 55
 19980605 1200  -5.3   4.5   7.0 310.5 22 55
 19980606 1200  -5.5   4.2   6.9 307.4 22 55
 19980607 1200  -6.9   3.1   7.5 294.5 22 55
 19980608 1200  -6.3   4.2   7.6 303.9 22 55
 19980609 1200  -6.9   4.6   8.3 303.5 22 55
 19980610 1200  -6.0   5.7   8.3 313.6 22 55
 19980611 1200  -5.8   4.6   7.5 308.6 22 55
 19980612 1200  -6.1   4.0   7.3 303.1 22 55
 19980613 1200  -6.0   3.9   7.1 302.7 22 55
 19980614 1200  -4.6   5.4   7.1 319.2 22 55
 19980615 1200  -4.8   5.9   7.7 320.8 22 55
 19980616 1200  -5.9   5.5   8.1 313.1 22 55
 19980617 1200  -6.3   3.4   7.2 298.6 22 55
 19980618 1200  -5.2   2.8   5.9 298.2 22 55
 19980619 1200  -5.2   2.2   5.7 292.5 22 55
 19980620 1200  -4.5   2.6   5.2 300.2 22 55
 19980621 1200  -3.5   5.0   6.1 324.7 22 55
 19980622 1200  -4.0   4.3   5.8 317.4 22 55
 19980623 1200  -6.2   3.3   7.0 298.0 22 55
 19980624 1200  -7.3   1.5   7.5 281.6 22 55
 19980625 1200  -6.0   2.9   6.6 295.5 22 55
 19980626 1200  -4.8   3.5   6.0 306.3 22 55
 19980627 1200  -3.9   4.5   6.0 319.2 22 55
 19980628 1200  -4.4   4.5   6.3 315.4 22 55
 19980629 1200  -5.6   3.7   6.7 303.9 22 55
 19980630 1200  -6.7   3.9   7.7 300.0 22 55
 19980701 1200  -6.7   3.2   7.4 295.8 22 55
 19980702 1200  -6.3   3.5   7.2 298.6 22 55
 19980703 1200  -4.6   3.3   5.7 305.8 22 55
 19980704 1200  -3.2   4.8   5.7 325.9 22 55
 19980705 1200  -3.2   5.4   6.3 329.6 22 55
 19980706 1200  -3.6   4.8   6.0 323.5 22 55
 19980707 1200  -5.8   3.6   6.8 302.1 22 55
 19980708 1200  -6.0   4.6   7.6 307.6 22 55
 19980709 1200  -6.1   3.2   6.8 297.7 22 55
 19980710 1200  -6.6   1.6   6.8 283.5 22 55
 19980711 1200  -5.7   3.2   6.6 299.7 22 55
 19980712 1200  -5.0   5.8   7.7 319.1 22 55
 19980713 1200  -4.4   6.8   8.1 326.7 22 55
 19980714 1200  -5.3   3.9   6.5 306.2 22 55
 19980715 1200  -5.4   1.7   5.7 287.7 22 55
 19980716 1200  -5.9   2.3   6.3 291.4 22 55
 19980717 1200  -6.7   2.5   7.2 290.4 22 55
 19980718 1200  -6.8   3.5   7.7 297.2 22 55
 19980719 1200  -5.8   4.0   7.0 304.3 22 55
 19980720 1200  -7.2   4.0   8.3 299.0 22 55
 19980721 1200  -6.5   4.5   7.9 304.4 22 55
 19980722 1200  -5.8   3.0   6.5 297.3 22 55
 19980723 1200  -5.8   3.5   6.8 300.7 22 55
 19980724 1200  -5.9   2.3   6.4 291.5 22 55
 19980725 1200  -6.3   3.3   7.2 297.5 22 55
 19980726 1200  -5.3   3.0   6.2 299.6 22 55
 19980727 1200  -5.3   3.5   6.3 303.0 22 55
 19980728 1200  -5.2   1.6   5.5 286.5 22 55
 19980729 1200  -4.8   2.4   5.3 296.4 22 55
 19980730 1200  -4.0   1.8   4.3 294.6 22 55
 19980731 1200  -5.4   3.2   6.3 300.7 22 55
 19980801 1200  -5.1   2.1   5.5 292.0 22 55
 19980802 1200  -3.9   2.7   4.8 304.3 22 55
 19980803 1200  -4.2   1.7   4.5 291.7 22 55
 19980804 1200  -5.3   1.6   5.6 287.1 22 55
 19980805 1200  -5.7   1.6   5.9 286.2 22 55
 19980806 1200  -4.8   2.3   5.3 296.1 22 55
 19980807 1200  -4.5   5.0   6.7 318.3 22 55
 19980808 1200  -6.0   3.8   7.1 302.1 22 55
 19980809 1200  -6.7   1.8   6.9 285.1 22 55
 19980810 1200  -5.3   4.0   6.7 307.2 22 55
 19980811 1200  -4.8   4.9   6.9 315.3 22 55
 19980812 1200  -5.9   5.5   8.1 313.0 22 55
 19980813 1200  -7.5   4.7   8.8 302.2 22 55
 19980814 1200  -7.5   3.7   8.4 296.4 22 55
 19980815 1200  -6.9   3.5   7.8 296.9 22 55
 19980816 1200  -6.3   5.0   8.0 308.4 22 55
 19980817 1200  -6.5   4.1   7.7 302.4 22 55
 19980818 1200  -5.6   2.9   6.3 297.2 22 55
 19980819 1200  -5.2   3.3   6.1 302.0 22 55
 19980820 1200  -5.9   4.8   7.6 309.1 22 55
 19980821 1200  -6.7   5.2   8.5 307.9 22 55
 19980822 1200  -7.8   3.7   8.7 295.4 22 55
 19980823 1200  -7.7   4.3   8.9 299.3 22 55
 19980824 1200  -6.8   3.9   7.8 299.5 22 55
 19980825 1200  -5.8   3.7   6.9 302.8 22 55
 19980826 1200  -4.0   1.9   4.4 295.2 22 55
 19980827 1200  -4.3   3.5   5.6 309.1 22 55
 19980828 1200  -5.3   4.0   6.7 307.1 22 55
 19980829 1200  -5.0   4.5   6.7 311.5 22 55
 19980830 1200  -5.3   4.3   6.8 309.3 22 55
 19980831 1200  -5.0   4.2   6.5 310.3 22 55
 19980901 1200  -5.2   4.2   6.7 309.0 22 55
 19980902 1200  -6.9   2.8   7.4 292.1 22 55
 19980903 1200  -4.3   3.8   5.8 311.4 22 55
 19980904 1200  -5.7   3.9   6.8 304.1 22 55
 19980905 1200  -6.0   3.8   7.1 302.4 22 55
 19980906 1200  -6.8   4.0   7.9 300.6 22 55
 19980907 1200  -7.8   4.0   8.8 296.9 22 55
 19980908 1200  -6.6   4.8   8.1 305.9 22 55
 19980909 1200  -5.5   4.1   6.9 306.8 22 55
 19980910 1200  -4.8   1.8   5.1 290.7 22 55
 19980911 1200  -4.8   3.6   6.0 306.9 22 55
 19980912 1200  -5.5   2.8   6.2 296.9 22 55
 19980913 1200  -5.0   3.0   5.8 301.3 22 55
 19980914 1200  -5.5   2.9   6.2 297.7 22 55
 19980915 1200  -5.4   4.4   7.0 309.4 22 55
 19980916 1200  -6.1   4.9   7.8 308.8 22 55
 19980917 1200  -5.6   4.8   7.4 310.9 22 55
 19980918 1200  -5.9   4.4   7.4 306.6 22 55
 19980919 1200  -4.8   4.5   6.6 312.8 22 55
 19980920 1200  -5.3   4.1   6.7 307.6 22 55
 19980921 1200  -5.7   3.8   6.9 303.6 22 55
 19980922 1200  -4.8   4.5   6.6 313.3 22 55
 19980923 1200  -4.3   5.7   7.1 322.9 22 55
 19980924 1200  -5.0   5.8   7.7 318.9 22 55
 19980925 1200  -5.3   4.9   7.2 312.8 22 55
 19980926 1200  -5.6   4.3   7.0 307.6 22 55
 19980927 1200  -5.3   2.9   6.0 298.3 22 55
 19980928 1200  -5.2   3.3   6.2 302.0 22 55
 19980929 1200  -5.1   3.5   6.2 304.3 22 55
 19980930 1200  -4.7   3.9   6.1 309.8 22 55
 19981001 1200  -3.9   4.3   5.8 317.7 22 55
 19981002 1200  -4.3   4.1   5.9 313.8 22 55
 19981003 1200  -4.5   3.6   5.7 308.3 22 55
 19981004 1200  -4.9   4.0   6.3 308.8 22 55
 19981005 1200  -5.3   3.9   6.6 306.0 22 55
 19981006 1200  -4.9   3.7   6.2 307.3 22 55
 19981007 1200  -4.5   4.9   6.7 317.3 22 55
 19981008 1200  -5.2   4.7   7.0 311.8 22 55
 19981009 1200  -5.9   4.1   7.2 304.4 22 55
 19981010 1200  -4.9   3.5   6.0 305.6 22 55
 19981011 1200  -4.5   2.5   5.1 298.9 22 55
 19981012 1200  -3.7   3.8   5.3 316.1 22 55
 19981013 1200  -4.4   4.2   6.0 313.4 22 55
 19981014 1200  -4.5   3.9   6.0 311.4 22 55
 19981015 1200  -6.3   3.1   7.0 296.5 22 55
 19981016 1200  -6.5   2.7   7.0 292.3 22 55
 19981017 1200  -5.0   2.9   5.8 300.4 22 55
 19981018 1200  -4.6   3.9   6.0 310.4 22 55
 19981019 1200  -4.1   3.8   5.6 312.9 22 55
 19981020 1200  -4.7   3.5   5.8 307.0 22 55
 19981021 1200  -4.7   2.5   5.3 297.9 22 55
 19981022 1200  -4.2   3.4   5.4 309.3 22 55
 19981023 1200  -3.4   4.2   5.4 320.8 22 55
 19981024 1200  -5.1   5.3   7.4 315.7 22 55
 19981025 1200  -5.7   3.7   6.8 303.3 22 55
 19981026 1200  -5.8   4.0   7.0 304.4 22 55
 19981027 1200  -4.9   5.3   7.2 317.2 22 55
 19981028 1200  -4.5   5.1   6.8 318.5 22 55
 19981029 1200  -5.1   2.4   5.6 295.1 22 55
 19981030 1200  -4.8   3.6   6.0 307.5 22 55
 19981031 1200  -4.6   3.4   5.7 306.4 22 55
 19981101 1200  -4.9   1.9   5.3 291.2 22 55
 19981102 1200  -4.0   3.2   5.1 309.0 22 55
 19981103 1200  -4.5   3.3   5.5 306.4 22 55
 19981104 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19981105 1200  -4.2   2.0   4.7 295.0 22 55
 19981106 1200  -4.2   2.0   4.7 295.8 22 55
 19981107 1200  -4.6   2.5   5.3 298.3 22 55
 19981108 1200  -5.7   3.6   6.7 302.1 22 55
 19981109 1200  -5.8   2.2   6.2 291.2 22 55
 19981110 1200  -6.5   3.5   7.4 298.4 22 55
 19981111 1200  -6.2   3.5   7.2 299.6 22 55
 19981112 1200  -6.2   3.1   7.0 296.6 22 55
 19981113 1200  -6.0   3.2   6.8 297.7 22 55
 19981114 1200  -5.2   4.7   7.1 312.1 22 55
 19981115 1200  -6.2   4.5   7.7 305.8 22 55
 19981116 1200  -5.7   2.2   6.1 291.5 22 55
 19981117 1200  -3.9   1.6   4.2 292.0 22 55
 19981118 1200  -3.9   4.1   5.7 316.0 22 55
 19981119 1200  -4.5   4.0   6.0 311.8 22 55
 19981120 1200  -4.9   4.5   6.7 312.7 22 55
 19981121 1200  -4.1   4.0   5.7 314.3 22 55
 19981122 1200  -4.9   3.4   5.9 305.0 22 55
 19981123 1200  -4.9   3.7   6.1 307.1 22 55
 19981124 1200  -3.9   3.0   4.9 307.9 22 55
 19981125 1200  -4.9   5.3   7.2 317.3 22 55
 19981126 1200  -5.8   4.5   7.3 307.7 22 55
 19981127 1200  -5.2   4.2   6.7 309.4 22 55
 19981128 1200  -5.6   3.4   6.6 300.8 22 55
 19981129 1200  -4.8   3.3   5.9 304.5 22 55
 19981130 1200  -5.0   3.9   6.3 307.8 22 55
 19981201 1200  -5.0   1.7   5.3 289.2 22 55
 19981202 1200  -4.8   1.6   5.1 288.1 22 55
 19981203 1200  -5.4   2.7   6.0 296.2 22 55
 19981204 1200  -6.4   4.0   7.6 301.9 22 55
 19981205 1200  -5.0   3.5   6.1 305.5 22 55
 19981206 1200  -3.9   3.6   5.3 312.5 22 55
 19981207 1200  -3.4   3.4   4.8 315.4 22 55
 19981208 1200  -4.6   3.9   6.0 310.3 22 55
 19981209 1200  -4.8   4.1   6.3 310.3 22 55
 19981210 1200  -3.0   4.1   5.1 323.8 22 55
 19981211 1200  -3.9   3.6   5.3 313.4 22 55
 19981212 1200  -5.0   0.1   5.0 271.6 22 55
 19981213 1200  -4.9   0.4   4.9 274.8 22 55
 19981214 1200  -4.7   2.7   5.4 299.4 22 55
 19981215 1200  -3.4   3.2   4.6 313.3 22 55
 19981216 1200  -4.0   1.9   4.4 295.7 22 55
 19981217 1200  -4.2   2.3   4.8 298.0 22 55
 19981218 1200  -3.6   3.0   4.7 310.1 22 55
 19981219 1200  -4.0   2.4   4.6 300.8 22 55
 19981220 1200  -4.6   3.8   6.0 309.1 22 55
 19981221 1200  -4.6   2.7   5.4 300.1 22 55
 19981222 1200  -4.8   2.5   5.4 297.2 22 55
 19981223 1200  -4.4   3.0   5.3 303.7 22 55
 19981224 1200  -4.2   2.1   4.7 296.7 22 55
 19981225 1200  -4.8   3.0   5.7 301.8 22 55
 19981226 1200  -4.7   4.6   6.6 314.1 22 55
 19981227 1200  -5.2   2.3   5.7 293.9 22 55
 19981228 1200  -5.6   3.8   6.7 304.0 22 55
 19981229 1200  -4.6   3.8   5.9 309.3 22 55
 19981230 1200  -3.3   2.7   4.3 309.3 22 55
 19981231 1200  -4.0   2.6   4.8 303.8 22 55
 19990101 1200  -3.6   2.7   4.5 307.1 22 55
 19990102 1200  -2.0   4.5   5.0 336.2 22 55
 19990103 1200  -2.4   2.9   3.8 320.6 22 55
 19990104 1200  -2.3   1.0   2.5 293.1 22 55
 19990105 1200  -3.3   3.5   4.8 317.0 22 55
 19990106 1200  -5.3   1.8   5.6 289.0 22 55
 19990107 1200  -5.4   2.9   6.1 298.6 22 55
 19990108 1200  -5.3   4.5   6.9 310.4 22 55
 19990109 1200  -4.5   4.8   6.6 316.5 22 55
 19990110 1200  -4.6   2.2   5.1 295.7 22 55
 19990111 1200  -4.9   3.1   5.8 302.3 22 55
 19990112 1200  -3.4   3.2   4.7 313.0 22 55
 19990113 1200  -3.8   2.7   4.6 305.7 22 55
 19990114 1200  -3.9   3.1   5.0 308.0 22 55
 19990115 1200  -3.6   2.0   4.1 298.3 22 55
 19990116 1200  -4.2   3.1   5.2 306.2 22 55
 19990117 1200  -4.9   1.5   5.1 287.2 22 55
 19990118 1200  -6.4   2.0   6.7 287.0 22 55
 19990119 1200  -4.5   3.9   5.9 311.3 22 55
 19990120 1200  -3.2   1.5   3.6 295.2 22 55
 19990121 1200  -2.3   1.6   2.8 304.2 22 55
 19990122 1200  -3.1   2.0   3.7 302.4 22 55
 19990123 1200  -5.7   2.6   6.3 294.6 22 55
 19990124 1200  -5.1   3.9   6.5 307.5 22 55
 19990125 1200  -4.9   3.4   6.0 304.6 22 55
 19990126 1200  -4.4   4.4   6.2 314.6 22 55
 19990127 1200  -3.2   2.4   4.0 306.3 22 55
 19990128 1200  -4.3   1.2   4.4 285.9 22 55
 19990129 1200  -3.9   1.9   4.4 296.3 22 55
 19990130 1200  -2.2   2.8   3.6 321.6 22 55
 19990131 1200  -3.4   4.5   5.6 322.6 22 55
 19990201 1200  -3.1   4.8   5.7 327.4 22 55
 19990202 1200  -3.4   2.9   4.5 310.7 22 55
 19990203 1200  -4.9   3.0   5.8 301.6 22 55
 19990204 1200  -4.6   3.7   5.9 308.6 22 55
 19990205 1200  -4.7   2.0   5.1 293.2 22 55
 19990206 1200  -5.1   5.2   7.3 315.5 22 55
 19990207 1200  -5.7   5.2   7.7 312.5 22 55
 19990208 1200  -5.0   4.3   6.6 311.0 22 55
 19990209 1200  -3.9   3.9   5.5 314.9 22 55
 19990210 1200  -2.3   5.6   6.0 337.8 22 55
 19990211 1200  -4.0   3.6   5.3 311.7 22 55
 19990212 1200  -2.6   3.7   4.5 324.6 22 55
 19990213 1200  -3.1   3.5   4.7 318.7 22 55
 19990214 1200  -1.5   4.5   4.8 341.4 22 55
 19990215 1200   0.3   1.6   1.7  10.2 22 55
 19990216 1200   0.6   3.4   3.4  10.0 22 55
 19990217 1200  -1.3   4.4   4.6 343.1 22 55
 19990218 1200  -0.9   1.1   1.4 321.7 22 55
 19990219 1200   1.3  -1.6   2.0 140.1 22 55
 19990220 1200   0.0  -1.9   1.9 179.8 22 55
 19990221 1200   1.7   0.5   1.8  73.7 22 55
 19990222 1200   2.4   1.3   2.7  61.6 22 55
 19990223 1200   1.0   0.5   1.1  63.1 22 55
 19990224 1200  -2.1   4.3   4.8 333.5 22 55
 19990225 1200  -0.7  -1.1   1.3 214.8 22 55
 19990226 1200   1.4  -1.7   2.2 142.2 22 55
 19990227 1200   1.9  -3.9   4.4 154.2 22 55
 19990228 1200   1.5  -0.6   1.6 110.7 22 55
 19990301 1200  -2.1   1.8   2.8 309.9 22 55
 19990302 1200  -5.3   2.9   6.1 298.1 22 55
 19990303 1200  -4.4   3.3   5.5 307.1 22 55
 19990304 1200  -2.5   2.1   3.2 310.2 22 55
 19990305 1200  -0.1   3.0   3.1 358.9 22 55
 19990306 1200   0.0   0.6   0.6 356.4 22 55
 19990307 1200  -3.5   3.1   4.7 311.5 22 55
 19990308 1200  -5.6   1.9   5.9 288.5 22 55
 19990309 1200  -5.3   2.5   5.9 295.1 22 55
 19990310 1200  -4.8   0.5   4.8 276.1 22 55
 19990311 1200  -4.5   0.6   4.5 278.1 22 55
 19990312 1200  -2.3   0.2   2.3 275.5 22 55
 19990313 1200   0.6   1.9   2.0  15.8 22 55
 19990314 1200  -1.8   0.3   1.9 278.9 22 55
 19990315 1200  -5.2   1.7   5.5 288.1 22 55
 19990316 1200  -7.2   2.2   7.5 286.9 22 55
 19990317 1200  -3.3   0.1   3.3 272.0 22 55
 19990318 1200  -3.6   1.7   4.0 295.5 22 55
 19990319 1200  -3.4   0.9   3.5 284.8 22 55
 19990320 1200  -2.3   1.7   2.9 305.9 22 55
 19990321 1200  -5.8   4.2   7.2 306.3 22 55
 19990322 1200  -6.2   2.3   6.6 290.1 22 55
 19990323 1200  -5.4   1.7   5.7 287.5 22 55
 19990324 1200  -5.2   2.7   5.8 297.4 22 55
 19990325 1200  -2.3   1.4   2.7 302.4 22 55
 19990326 1200  -0.5   4.4   4.5 353.6 22 55
 19990327 1200  -5.7   3.9   6.9 304.5 22 55
 19990328 1200  -5.6   3.4   6.5 301.6 22 55
 19990329 1200  -5.0   4.2   6.5 310.3 22 55
 19990330 1200  -4.8   4.7   6.7 314.3 22 55
 19990331 1200  -2.9   1.8   3.4 301.4 22 55
 19990401 1200  -5.4   3.1   6.2 300.4 22 55
 19990402 1200  -5.7   3.5   6.7 301.2 22 55
 19990403 1200  -5.4   3.5   6.4 302.7 22 55
 19990404 1200  -4.1   2.2   4.6 298.3 22 55
 19990405 1200  -5.0   2.9   5.8 300.6 22 55
 19990406 1200  -6.3   1.3   6.5 281.3 22 55
 19990407 1200  -6.3   3.9   7.4 301.7 22 55
 19990408 1200  -4.8   3.3   5.8 304.1 22 55
 19990409 1200  -4.0  -2.1   4.5 242.0 22 55
 19990410 1200  -2.3  -2.6   3.4 221.7 22 55
 19990411 1200  -5.6  -0.6   5.7 263.6 22 55
 19990412 1200  -6.5   3.3   7.3 297.0 22 55
 19990413 1200  -5.4   2.6   6.0 295.8 22 55
 19990414 1200  -4.7   1.7   5.0 290.0 22 55
 19990415 1200  -3.9   0.1   3.9 271.4 22 55
 19990416 1200  -4.5   1.0   4.6 282.1 22 55
 19990417 1200  -6.5   1.6   6.7 283.9 22 55
 19990418 1200  -3.4  -0.3   3.4 265.7 22 55
 19990419 1200  -4.5   0.7   4.5 279.3 22 55
 19990420 1200  -4.0   1.2   4.2 286.4 22 55
 19990421 1200  -4.4   1.4   4.6 287.0 22 55
 19990422 1200  -5.4   1.8   5.7 288.3 22 55
 19990423 1200  -4.6   2.8   5.4 301.6 22 55
 19990424 1200  -5.3   3.6   6.4 304.1 22 55
 19990425 1200  -4.5   4.1   6.1 312.6 22 55
 19990426 1200  -4.8   3.6   6.0 306.5 22 55
 19990427 1200  -4.1   4.0   5.7 314.4 22 55
 19990428 1200  -5.7   3.3   6.5 300.4 22 55
 19990429 1200  -3.7   4.8   6.0 322.2 22 55
 19990430 1200  -3.3   4.3   5.4 322.1 22 55
 19990501 1200  -2.8   3.2   4.2 318.5 22 55
 19990502 1200  -1.8   1.5   2.3 310.7 22 55
 19990503 1200  -3.5   0.5   3.5 277.8 22 55
 19990504 1200  -4.2   2.8   5.1 303.6 22 55
 19990505 1200  -5.1   3.5   6.2 304.6 22 55
 19990506 1200  -4.1   2.0   4.6 296.0 22 55
 19990507 1200  -4.0   1.9   4.5 295.8 22 55
 19990508 1200  -5.1   2.4   5.7 295.2 22 55
 19990509 1200  -5.2   1.1   5.3 282.3 22 55
 19990510 1200  -3.9   1.3   4.0 288.2 22 55
 19990511 1200  -3.8   1.1   4.0 286.6 22 55
 19990512 1200  -4.3   4.8   6.4 318.4 22 55
 19990513 1200  -4.3   3.7   5.6 310.5 22 55
 19990514 1200  -4.0   1.6   4.3 292.3 22 55
 19990515 1200  -3.6   1.0   3.7 285.7 22 55
 19990516 1200  -4.6   0.3   4.7 273.3 22 55
