 Location:  5S  95W  24 Apr 1994 to 10 May 2012 ( 6592 times, 11 blocks) Gen. Date Nov 24 2013
 Units: Winds (M/S), W. Dir (DEG), -99.9 = missing, (1,1) is NE at sqrt(2) m/s
 Time: 1200 24 Apr 1994 to 1200 15 Mar 1997 (index     1 to  1057, 1057 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 20071111 1200 -99.9 -99.9   4.8 -99.9 35 60
 20071112 1200 -99.9 -99.9   4.4 -99.9 35 60
 20071113 1200 -99.9 -99.9   5.5 -99.9 35 60
 20071114 1200  -5.1   3.5   6.2 304.4 22 55
 20071115 1200  -4.7   4.3   6.4 312.0 22 55
 20071116 1200  -5.2   3.9   6.5 306.4 22 55
 20071117 1200  -3.9   4.5   6.0 318.6 22 55
 20071118 1200  -5.0   4.0   6.4 308.5 22 55
 20071119 1200  -5.0   4.2   6.5 309.6 22 55
 20071120 1200  -3.8   4.9   6.2 322.5 22 55
 20071121 1200  -4.0   5.0   6.4 321.2 22 55
 20071122 1200  -5.0   4.3   6.6 310.5 22 55
 20071123 1200  -5.5   2.8   6.2 296.9 22 55
 20071124 1200  -5.2   4.3   6.7 309.5 22 55
 20071125 1200  -4.6   5.2   6.9 318.4 22 55
 20071126 1200  -5.0   4.7   6.9 313.1 22 55
 20071127 1200  -4.4   4.5   6.3 315.9 22 55
 20071128 1200  -4.0   4.7   6.1 319.9 22 55
 20071129 1200  -3.6   3.7   5.2 315.7 22 55
 20071130 1200  -3.5   3.8   5.2 317.2 22 55
 20071201 1200  -4.0   3.7   5.5 312.4 22 55
 20071202 1200  -2.8   4.3   5.1 327.0 22 55
 20071203 1200  -3.8   4.7   6.1 320.9 22 55
 20071204 1200  -2.3   4.7   5.3 334.4 22 55
 20071205 1200  -3.4   4.3   5.5 322.1 22 55
 20071206 1200  -5.4   4.2   6.9 308.1 22 55
 20071207 1200  -5.6   4.7   7.4 309.9 22 55
 20071208 1200  -5.0   4.3   6.7 310.5 22 55
 20071209 1200  -4.1   4.6   6.1 318.3 22 55
 20071210 1200  -2.0   5.0   5.3 338.3 22 55
 20071211 1200  -4.1   3.7   5.5 312.4 22 55
 20071212 1200  -3.5   2.7   4.4 308.1 22 55
 20071213 1200  -4.5   4.0   6.0 311.1 22 55
 20071214 1200  -4.3   4.6   6.3 316.8 22 55
 20071215 1200  -4.0   4.2   5.8 316.7 22 55
 20071216 1200  -3.0   4.2   5.2 323.8 22 55
 20071217 1200  -3.7   3.3   4.9 311.9 22 55
 20071218 1200  -4.0   5.8   7.0 325.1 22 55
 20071219 1200  -3.7   5.0   6.2 323.5 22 55
 20071220 1200  -3.9   3.5   5.3 311.6 22 55
 20071221 1200  -3.7   3.5   5.1 313.5 22 55
 20071222 1200  -4.7   2.7   5.5 299.8 22 55
 20071223 1200  -4.0   3.8   5.5 313.8 22 55
 20071224 1200  -3.4   4.3   5.5 321.5 22 55
 20071225 1200  -2.6   3.6   4.5 324.5 22 55
 20071226 1200  -3.2   4.6   5.6 325.0 22 55
 20071227 1200  -3.3   3.8   5.0 318.9 22 55
 20071228 1200  -3.6   4.3   5.6 320.3 22 55
 20071229 1200  -2.9   3.9   4.8 322.9 22 55
 20071230 1200  -3.4   4.7   5.8 324.1 22 55
 20071231 1200  -3.7   4.1   5.5 318.2 22 55
 20080101 1200  -4.1   3.9   5.7 313.3 22 55
 20080102 1200  -2.8   4.3   5.2 326.6 22 55
 20080103 1200  -3.4   4.5   5.7 323.2 22 55
 20080104 1200  -3.9   4.7   6.0 320.2 22 55
 20080105 1200  -3.3   5.6   6.5 329.5 22 55
 20080106 1200  -2.3   5.5   5.9 337.1 22 55
 20080107 1200  -1.0   5.5   5.5 349.8 22 55
 20080108 1200  -1.1   4.9   5.0 347.4 22 55
 20080109 1200  -2.1   3.6   4.2 329.5 22 55
 20080110 1200  -1.5   4.0   4.3 339.6 22 55
 20080111 1200  -1.4   4.2   4.4 341.6 22 55
 20080112 1200  -1.7   3.3   3.7 332.4 22 55
 20080113 1200  -3.4   4.4   5.5 322.6 22 55
 20080114 1200  -4.4   3.4   5.6 307.4 22 55
 20080115 1200  -2.4   4.2   4.9 330.2 22 55
 20080116 1200  -2.4   4.7   5.3 333.0 22 55
 20080117 1200  -2.0   5.4   5.7 339.4 22 55
 20080118 1200  -2.9   4.4   5.3 326.3 22 55
 20080119 1200  -1.6   4.7   4.9 341.2 22 55
 20080120 1200  -2.2   4.1   4.6 331.8 22 55
 20080121 1200  -5.3   4.6   7.0 311.0 22 55
 20080122 1200  -4.3   4.8   6.5 318.0 22 55
 20080123 1200  -3.0   6.1   6.8 333.9 22 55
 20080124 1200  -2.1   4.4   4.9 334.2 22 55
 20080125 1200  -2.6   5.0   5.6 332.5 22 55
 20080126 1200  -3.1   5.7   6.4 331.5 22 55
 20080127 1200  -2.6   4.0   4.8 326.9 22 55
 20080128 1200  -0.9   5.4   5.5 350.6 22 55
 20080129 1200  -1.0   5.9   6.0 350.3 22 55
 20080130 1200  -2.1   6.2   6.5 341.0 22 55
 20080131 1200  -0.9   4.5   4.6 348.7 22 55
 20080201 1200  -3.8   1.6   4.1 292.5 22 55
 20080202 1200  -4.5   2.1   5.0 295.3 22 55
 20080203 1200  -5.1   4.7   6.9 312.6 22 55
 20080204 1200  -6.0   4.8   7.7 308.6 22 55
 20080205 1200  -5.2   4.7   7.1 311.9 22 55
 20080206 1200  -5.1   4.6   6.9 312.4 22 55
 20080207 1200  -4.9   4.7   6.7 313.6 22 55
 20080208 1200  -3.3   3.3   4.6 315.0 22 55
 20080209 1200  -3.5   3.4   4.8 313.7 22 55
 20080210 1200  -3.5   4.0   5.3 319.0 22 55
 20080211 1200  -2.6   6.4   6.9 338.1 22 55
 20080212 1200  -2.1   5.2   5.6 338.2 22 55
 20080213 1200  -0.9   2.6   2.8 340.3 22 55
 20080214 1200  -0.3   2.5   2.5 353.1 22 55
 20080215 1200   2.6   4.4   5.2  30.9 22 55
 20080216 1200   0.0   6.3   6.3 360.0 22 55
 20080217 1200   1.5   4.0   4.3  19.8 22 55
 20080218 1200   0.0   3.0   3.0   0.0 22 55
 20080219 1200   0.3   2.1   2.1   8.7 22 55
 20080220 1200  -0.2   3.0   3.0 356.8 22 55
 20080221 1200  -2.2   4.5   5.1 333.9 22 55
 20080222 1200  -2.7   4.8   5.5 330.3 22 55
 20080223 1200  -1.4   5.0   5.2 344.9 22 55
 20080224 1200  -2.6   3.6   4.4 324.4 22 55
 20080225 1200  -2.1   3.7   4.2 330.1 22 55
 20080226 1200   2.3   1.0   2.5  66.4 22 55
 20080227 1200   4.1  -3.8   5.6 133.1 22 55
 20080228 1200   3.7  -1.7   4.1 114.4 22 55
 20080229 1200   0.8   0.1   0.8  82.9 22 55
 20080301 1200  -1.6   3.0   3.4 332.8 22 55
 20080302 1200  -0.4   0.4   0.6 312.0 22 55
 20080303 1200   0.3   1.4   1.4  14.1 22 55
 20080304 1200  -3.6   2.3   4.2 302.7 22 55
 20080305 1200  -5.7   2.0   6.1 289.1 22 55
 20080306 1200  -5.0   1.3   5.2 284.8 22 55
 20080307 1200  -6.0   2.7   6.5 294.4 22 55
 20080308 1200  -5.8   1.2   5.9 281.3 22 55
 20080309 1200  -2.4   0.5   2.4 282.1 22 55
 20080310 1200  -4.1   1.4   4.3 289.1 22 55
 20080311 1200  -4.6   0.1   4.6 271.2 22 55
 20080312 1200  -3.3  -0.3   3.3 264.5 22 55
 20080313 1200  -1.8   1.5   2.4 310.1 22 55
 20080314 1200  -3.9   2.6   4.7 303.5 22 55
 20080315 1200  -3.2   2.3   3.9 305.7 22 55
 20080316 1200  -5.5   1.2   5.6 282.0 22 55
 20080317 1200  -4.5   1.1   4.6 283.2 22 55
 20080318 1200  -3.1   2.6   4.0 309.9 22 55
 20080319 1200  -3.3   3.1   4.5 313.4 22 55
 20080320 1200  -4.0   3.9   5.6 314.1 22 55
 20080321 1200  -5.0  -0.3   5.0 266.4 22 55
 20080322 1200  -2.5   2.2   3.3 311.9 22 55
 20080323 1200  -2.1   2.4   3.2 319.2 22 55
 20080324 1200  -3.4   1.6   3.8 295.5 22 55
 Time: 1200 16 Jun 2008 to 1200  1 Apr 2009 (index  5168 to  5457,  290 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 20080616 1200  -6.5   3.9   7.6 301.1 22 55
 20080617 1200  -5.9   5.1   7.8 311.2 22 55
 20080618 1200  -6.2   5.8   8.5 313.1 22 55
 20080619 1200  -5.9   5.3   7.9 311.8 22 55
 20080620 1200  -5.7   4.8   7.4 310.5 22 55
 20080621 1200  -5.4   5.0   7.3 312.6 22 55
 20080622 1200  -2.5   5.7   6.2 336.0 22 55
 20080623 1200  -4.5   5.2   6.8 319.5 22 55
 20080624 1200  -4.7   5.6   7.3 320.3 22 55
 20080625 1200  -6.5   4.2   7.8 302.9 22 55
 20080626 1200  -6.5   4.2   7.8 303.3 22 55
 20080627 1200  -6.4   4.8   8.0 306.9 22 55
 20080628 1200  -4.8   6.2   7.8 322.0 22 55
 20080629 1200  -4.2   5.7   7.0 323.7 22 55
 20080630 1200  -3.8   3.8   5.4 314.6 22 55
 20080701 1200  -4.6   2.4   5.1 297.1 22 55
 20080702 1200  -3.7   3.1   4.8 309.7 22 55
 20080703 1200  -5.0   3.7   6.2 306.8 22 55
 20080704 1200  -5.7   5.7   8.1 315.1 22 55
 20080705 1200  -5.3   6.1   8.0 319.1 22 55
 20080706 1200  -5.8   5.2   7.8 311.6 22 55
 20080707 1200  -6.5   4.2   7.7 302.8 22 55
 20080708 1200  -5.7   3.4   6.7 300.5 22 55
 20080709 1200  -4.3   3.1   5.3 305.8 22 55
 20080710 1200  -5.1   4.2   6.6 309.2 22 55
 20080711 1200  -5.1   4.8   7.0 312.9 22 55
 20080712 1200  -5.2   4.8   7.1 312.2 22 55
 20080713 1200  -4.8   4.1   6.3 310.2 22 55
 20080714 1200  -4.6   4.1   6.2 311.8 22 55
 20080715 1200  -4.6   4.9   6.7 316.3 22 55
 20080716 1200  -4.9   5.6   7.4 318.9 22 55
 20080717 1200  -5.4   4.5   7.1 309.7 22 55
 20080718 1200  -5.0   3.7   6.3 306.5 22 55
 20080719 1200  -6.0   3.7   7.1 301.6 22 55
 20080720 1200  -5.2   5.0   7.3 313.9 22 55
 20080721 1200  -5.1   6.0   7.8 319.7 22 55
 20080722 1200  -6.3   5.4   8.3 310.6 22 55
 20080723 1200  -5.5   4.7   7.3 310.5 22 55
 20080724 1200  -4.7   5.2   7.0 317.7 22 55
 20080725 1200  -5.2   5.1   7.3 314.6 22 55
 20080726 1200  -5.0   4.4   6.7 311.2 22 55
 20080727 1200  -4.8   4.2   6.4 311.1 22 55
 20080728 1200  -5.5   4.8   7.3 311.3 22 55
 20080729 1200  -6.5   5.2   8.3 308.2 22 55
 20080730 1200  -6.9   4.7   8.3 304.0 22 55
 20080731 1200  -6.5   5.4   8.4 309.7 22 55
 20080801 1200  -6.1   5.9   8.5 313.9 22 55
 20080802 1200  -6.0   4.5   7.5 307.1 22 55
 20080803 1200  -5.7   3.7   6.8 302.8 22 55
 20080804 1200  -5.2   4.3   6.8 309.3 22 55
 20080805 1200  -4.9   4.5   6.6 312.1 22 55
 20080806 1200  -4.9   4.9   6.9 314.9 22 55
 20080807 1200  -4.5   4.6   6.5 315.7 22 55
 20080808 1200  -3.7   3.3   5.0 311.8 22 55
 20080809 1200  -4.5   2.5   5.1 298.4 22 55
 20080810 1200  -4.6   4.1   6.1 311.5 22 55
 20080811 1200  -4.8   4.8   6.8 315.2 22 55
 20080812 1200  -4.4   4.2   6.1 313.2 22 55
 20080813 1200  -3.2   3.0   4.4 313.3 22 55
 20080814 1200  -4.7   2.6   5.4 299.1 22 55
 20080815 1200  -4.0   5.1   6.5 322.4 22 55
 20080816 1200  -3.4   6.3   7.1 331.9 22 55
 20080817 1200  -5.8   5.7   8.1 314.6 22 55
 20080818 1200  -6.3   4.4   7.7 304.8 22 55
 20080819 1200  -5.3   5.2   7.5 314.4 22 55
 20080820 1200  -6.0   6.1   8.6 315.7 22 55
 20080821 1200  -6.5   5.6   8.6 311.0 22 55
 20080822 1200  -6.2   4.2   7.5 303.7 22 55
 20080823 1200  -4.9   4.3   6.6 311.4 22 55
 20080824 1200  -3.2   5.7   6.5 330.4 22 55
 20080825 1200  -2.5   6.2   6.7 338.5 22 55
 20080826 1200  -4.3   5.8   7.2 323.8 22 55
 20080827 1200  -6.4   4.6   7.9 305.9 22 55
 20080828 1200  -5.5   4.8   7.3 311.2 22 55
 20080829 1200  -5.5   4.9   7.3 312.1 22 55
 20080830 1200  -4.2   4.2   6.0 315.1 22 55
 20080831 1200  -1.9   4.8   5.2 338.2 22 55
 20080901 1200  -3.0   5.8   6.5 332.6 22 55
 20080902 1200  -4.7   5.9   7.6 321.4 22 55
 20080903 1200  -5.0   5.3   7.3 316.8 22 55
 20080904 1200  -6.3   5.4   8.3 310.9 22 55
 20080905 1200  -7.7   5.0   9.2 303.0 22 55
 20080906 1200  -6.8   4.2   8.0 301.9 22 55
 20080907 1200  -5.6   5.1   7.6 312.4 22 55
 20080908 1200  -4.8   5.1   7.0 316.7 22 55
 20080909 1200  -5.4   4.8   7.2 311.9 22 55
 20080910 1200  -5.4   4.7   7.2 311.3 22 55
 20080911 1200  -5.3   4.9   7.2 312.6 22 55
 20080912 1200  -5.0   4.4   6.7 311.4 22 55
 20080913 1200  -5.2   4.9   7.2 313.1 22 55
 20080914 1200  -4.6   5.1   6.9 317.6 22 55
 20080915 1200  -4.2   4.9   6.5 319.3 22 55
 20080916 1200  -3.3   4.0   5.2 320.4 22 55
 20080917 1200  -4.2   5.6   7.0 322.8 22 55
 20080918 1200  -5.2   5.5   7.5 316.7 22 55
 20080919 1200  -6.3   4.7   7.9 306.7 22 55
 20080920 1200  -3.5   2.8   4.5 308.4 22 55
 20080921 1200  -3.3   3.4   4.8 316.4 22 55
 20080922 1200  -5.0   5.0   7.1 315.0 22 55
 20080923 1200  -5.3   4.8   7.1 311.9 22 55
 20080924 1200  -3.8   5.9   7.0 327.4 22 55
 20080925 1200  -5.3   6.2   8.2 319.0 22 55
 20080926 1200  -5.5   6.3   8.4 318.6 22 55
 20080927 1200  -5.8   7.0   9.1 320.2 22 55
 20080928 1200  -4.7   6.5   8.0 323.9 22 55
 20080929 1200  -4.2   5.9   7.3 324.2 22 55
 20080930 1200  -5.7   5.6   8.0 314.4 22 55
 20081001 1200  -6.1   4.1   7.3 304.3 22 55
 20081002 1200  -4.5   4.8   6.6 316.8 22 55
 20081003 1200  -5.5   3.9   6.7 305.0 22 55
 20081004 1200  -5.4   5.1   7.5 313.6 22 55
 20081005 1200  -5.8   3.6   6.8 302.3 22 55
 20081006 1200  -4.6   4.2   6.2 312.1 22 55
 20081007 1200  -5.6   4.4   7.1 308.0 22 55
 20081008 1200  -5.5   4.8   7.3 311.1 22 55
 20081009 1200  -4.2   5.2   6.7 320.9 22 55
 20081010 1200  -4.6   5.3   7.0 318.9 22 55
 20081011 1200  -4.0   4.9   6.3 320.9 22 55
 20081012 1200  -3.0   5.8   6.6 332.4 22 55
 20081013 1200  -3.6   4.9   6.1 323.4 22 55
 20081014 1200  -3.5   5.4   6.5 327.1 22 55
 20081015 1200  -4.0   5.3   6.6 322.9 22 55
 20081016 1200  -5.0   5.4   7.4 317.0 22 55
 20081017 1200  -5.8   4.3   7.2 306.3 22 55
 20081018 1200  -4.5   3.3   5.6 306.1 22 55
 20081019 1200  -3.8   4.3   5.8 318.8 22 55
 20081020 1200  -4.7   4.9   6.8 316.3 22 55
 20081021 1200  -3.8   5.5   6.7 325.7 22 55
 20081022 1200  -4.6   5.2   7.0 318.5 22 55
 20081023 1200  -5.3   4.5   7.0 310.6 22 55
 20081024 1200  -6.6   5.7   8.7 310.6 22 55
 20081025 1200  -5.7   5.9   8.2 315.7 22 55
 20081026 1200  -5.6   5.9   8.1 316.2 22 55
 20081027 1200  -5.0   5.0   7.1 315.0 22 55
 20081028 1200  -5.4   5.5   7.7 315.6 22 55
 20081029 1200  -4.4   4.7   6.4 316.7 22 55
 20081030 1200  -4.4   5.2   6.8 319.8 22 55
 20081031 1200  -4.1   5.2   6.6 321.6 22 55
 20081101 1200  -3.8   4.9   6.2 321.9 22 55
 20081102 1200  -4.0   3.8   5.6 313.2 22 55
 20081103 1200  -3.6   4.2   5.5 320.0 22 55
 20081104 1200  -4.6   5.1   6.9 318.3 22 55
 20081105 1200  -3.7   5.2   6.4 324.7 22 55
 20081106 1200  -3.4   4.3   5.5 321.1 22 55
 20081107 1200  -3.8   3.2   5.0 310.1 22 55
 20081108 1200  -4.9   3.5   6.0 306.0 22 55
 20081109 1200  -5.5   4.0   6.8 306.3 22 55
 20081110 1200  -4.4   5.3   6.9 320.8 22 55
 20081111 1200  -3.3   5.8   6.7 330.3 22 55
 20081112 1200  -3.6   4.8   6.0 323.0 22 55
 20081113 1200  -1.5   5.2   5.4 343.8 22 55
 20081114 1200  -1.5   5.7   5.9 345.0 22 55
 20081115 1200  -2.9   5.4   6.2 331.9 22 55
 20081116 1200  -3.3   4.9   6.0 326.0 22 55
 20081117 1200  -2.5   5.2   5.8 334.3 22 55
 20081118 1200  -3.0   4.2   5.1 323.8 22 55
 20081119 1200  -2.9   3.4   4.4 319.6 22 55
 20081120 1200  -3.7   4.2   5.6 318.3 22 55
 20081121 1200  -4.8   5.4   7.2 318.2 22 55
 20081122 1200  -5.3   4.0   6.6 307.0 22 55
 20081123 1200  -4.5   6.1   7.6 323.4 22 55
 20081124 1200  -4.3   6.1   7.5 324.9 22 55
 20081125 1200  -3.4   5.9   6.8 330.0 22 55
 20081126 1200  -3.1   4.5   5.5 325.4 22 55
 20081127 1200  -1.8   5.3   5.6 340.9 22 55
 20081128 1200  -2.5   6.3   6.8 338.9 22 55
 20081129 1200  -2.5   5.3   5.8 334.5 22 55
 20081130 1200  -3.1   5.2   6.1 329.0 22 55
 20081201 1200  -3.5   5.2   6.3 325.8 22 55
 20081202 1200  -3.9   2.3   4.5 300.0 22 55
 20081203 1200  -3.0   3.7   4.8 321.6 22 55
 20081204 1200  -2.4   6.2   6.7 338.9 22 55
 20081205 1200  -2.0   6.0   6.3 341.6 22 55
 20081206 1200  -4.1   3.6   5.4 311.3 22 55
 20081207 1200  -3.8   2.8   4.7 306.8 22 55
 20081208 1200  -4.8   4.0   6.2 309.6 22 55
 20081209 1200  -5.4   4.8   7.2 311.5 22 55
 20081210 1200  -4.8   4.4   6.5 312.1 22 55
 20081211 1200  -2.5   4.0   4.7 327.3 22 55
 20081212 1200  -4.0   3.3   5.1 309.4 22 55
 20081213 1200  -4.8   3.3   5.9 304.6 22 55
 20081214 1200  -3.9   3.8   5.4 314.6 22 55
 20081215 1200  -4.3   4.3   6.1 315.3 22 55
 20081216 1200  -3.3   4.0   5.2 321.1 22 55
 20081217 1200  -3.4   3.8   5.1 318.1 22 55
 20081218 1200  -2.8   6.3   6.9 336.5 22 11
 20081219 1200  -3.9   4.9   6.3 321.2 22 11
 20081220 1200  -3.9   4.1   5.6 316.8 22 11
 20081221 1200  -3.9   4.1   5.6 316.8 22 11
 20081222 1200  -3.9   5.1   6.4 322.5 22 11
 20081223 1200  -5.1   3.7   6.3 305.7 22 11
 20081224 1200  -4.7   4.0   6.2 310.7 22 11
 20081225 1200  -3.8   2.9   4.8 307.2 22 11
 20081226 1200  -1.8   4.8   5.2 339.9 22 11
 20081227 1200  -1.4   2.2   2.6 328.8 22 11
 20081228 1200  -1.1   4.2   4.3 345.7 22 11
 20081229 1200  -3.1   5.2   6.1 329.1 22 11
 20081230 1200  -4.5   3.6   5.8 308.5 22 11
 20081231 1200  -5.0   3.2   5.9 303.2 22 11
 20090101 1200  -4.9   2.0   5.3 292.6 22 11
 20090102 1200  -4.2   3.4   5.3 308.8 22 11
 20090103 1200  -3.9   3.7   5.4 313.5 22 11
 20090104 1200  -3.0   4.8   5.6 328.2 22 11
 20090105 1200  -3.4   6.2   7.1 331.6 22 11
 20090106 1200  -2.7   5.5   6.2 334.3 22 11
 20090107 1200  -1.3   5.4   5.5 346.5 22 11
 20090108 1200  -3.1   2.8   4.2 312.7 22 11
 20090109 1200  -3.1   2.6   4.1 310.4 22 11
 20090110 1200  -2.9   1.4   3.2 295.9 22 11
 20090111 1200  -3.3   4.0   5.2 320.9 22 11
 20090112 1200  -3.3   5.4   6.3 328.8 22 11
 20090113 1200  -3.8   4.3   5.8 318.3 22 11
 20090114 1200  -3.5   5.5   6.5 327.5 22 11
 20090115 1200  -2.8   4.8   5.5 329.8 22 11
 20090116 1200  -2.1   2.5   3.3 320.0 22 11
 20090117 1200  -1.7   1.5   2.2 311.2 22 11
 20090118 1200  -1.8   1.7   2.5 312.5 22 11
 20090119 1200  -0.5   2.4   2.4 347.5 22 11
 20090120 1200  -2.3   2.5   3.4 317.7 22 11
 20090121 1200  -2.6   3.2   4.1 320.5 22 11
 20090122 1200  -2.3  -0.3   2.3 262.2 22 11
 20090123 1200  -2.7  -2.1   3.4 232.5 22 11
 20090124 1200  -4.9   2.6   5.5 298.5 22 11
 20090125 1200  -4.0   4.5   6.0 318.5 22 11
 20090126 1200  -5.4   4.5   7.0 309.9 22 11
 20090127 1200  -6.2   2.8   6.8 294.4 22 11
 20090128 1200  -4.6   4.4   6.4 313.7 22 11
 20090129 1200  -4.0   4.7   6.2 319.9 22 11
 20090130 1200  -3.6   3.1   4.8 310.5 22 11
 20090131 1200  -4.5   3.6   5.8 308.5 22 11
 20090201 1200  -2.9   2.8   4.0 314.4 22 11
 20090202 1200  -1.1   4.0   4.1 344.7 22 11
 20090203 1200  -0.2   1.5   1.6 351.6 22 11
 20090204 1200  -1.1   2.6   2.8 337.2 22 11
 20090205 1200  -3.5   2.3   4.2 302.9 22 11
 20090206 1200  -4.7   2.6   5.3 299.3 22 11
 20090207 1200  -4.7   0.8   4.8 279.9 22 11
 20090208 1200  -4.0   3.3   5.2 310.0 22 11
 20090209 1200  -2.7   3.8   4.7 324.2 22 11
 20090210 1200  -0.3   1.3   1.4 349.1 22 11
 20090211 1200  -2.1   2.7   3.4 322.5 22 11
 20090212 1200  -2.5   2.4   3.5 313.0 22 11
 20090213 1200   3.1  -1.2   3.3 111.5 22 11
 20090214 1200   4.2  -1.8   4.5 112.8 22 11
 20090215 1200   3.0  -0.4   3.0  97.5 22 11
 20090216 1200  -0.1   2.3   2.3 357.2 22 11
 20090217 1200   2.2  -1.9   2.9 131.2 22 11
 20090218 1200   3.5   2.2   4.1  58.4 22 11
 20090219 1200   2.3   1.9   3.0  49.8 22 11
 20090220 1200   0.0   0.3   0.3   7.5 22 11
 20090221 1200   0.2  -1.7   1.7 173.5 22 11
 20090222 1200   1.4   1.3   1.9  48.1 22 11
 20090223 1200   0.0   2.9   2.9 359.4 22 11
 20090224 1200  -4.3   2.2   4.8 296.7 22 11
 20090225 1200  -3.1   4.0   5.1 322.5 22 11
 20090226 1200  -1.9   0.2   1.9 277.5 22 11
 20090227 1200  -0.9  -1.8   2.0 205.9 22 11
 20090228 1200  -2.0  -1.4   2.5 235.9 22 11
 20090301 1200  -1.9   0.0   1.9 271.2 22 11
 20090302 1200  -0.4   2.9   3.0 351.6 22 11
 20090303 1200  -0.8   3.2   3.3 345.7 22 11
 20090304 1200  -4.0  -3.3   5.2 230.9 22 11
 20090305 1200  -4.6   0.0   4.6 270.1 22 11
 20090306 1200  -3.6   0.1   3.6 271.2 22 11
 20090307 1200  -4.0   1.9   4.4 295.9 22 11
 20090308 1200  -3.0   0.6   3.0 281.3 22 11
 20090309 1200  -1.0   1.8   2.1 330.6 22 11
 20090310 1200  -2.0  -1.4   2.5 235.9 22 11
 20090311 1200  -0.9   2.6   2.7 340.9 22 11
 20090312 1200   1.7   0.4   1.8  76.9 22 11
 20090313 1200   0.1   0.5   0.5   7.5 22 11
 20090314 1200  -0.5  -0.2   0.6 250.9 22 11
 20090315 1200  -1.2  -1.5   2.0 219.5 22 11
 20090316 1200  -1.9  -2.4   3.1 219.1 22 11
 20090317 1200   1.3  -0.4   1.3 107.0 22 11
 20090318 1200   3.0  -2.0   3.6 124.1 22 11
 20090319 1200   2.2  -3.5   4.1 148.4 22 11
 20090320 1200  -0.9  -2.5   2.7 200.5 22 11
 20090321 1200  -0.9   1.0   1.4 316.2 22 11
 20090322 1200  -1.1   0.1   1.1 277.5 22 11
 20090323 1200   1.5  -1.2   2.0 129.5 22 11
 20090324 1200  -2.4  -2.9   3.8 219.5 22 11
 20090325 1200  -1.4  -1.1   1.8 232.5 22 11
 20090326 1200  -2.5  -1.5   2.9 238.2 22 11
 20090327 1200   0.3   0.0   0.3  97.5 22 11
 20090328 1200  -3.8   0.7   3.8 280.5 22 11
 20090329 1200  -4.7  -0.2   4.7 267.6 22 11
 20090330 1200  -2.8   2.0   3.4 305.6 22 11
 20090331 1200  -3.1   2.2   3.9 305.4 22 11
 20090401 1200  -3.8   3.1   4.9 309.3 22 11
 Time: 1200 28 Sep 2009 to 1200 10 May 2012 (index  5637 to  6592,  956 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 20090928 1200  -6.3   5.1   8.1 308.6 11 55
 20090929 1200  -6.5   5.2   8.3 308.6 11 55
 20090930 1200  -6.6   4.2   7.8 302.3 11 55
 20091001 1200  -5.9   4.7   7.5 308.7 11 55
 20091002 1200  -4.7   5.2   7.0 318.1 11 55
 20091003 1200  -4.4   4.1   6.0 313.0 11 55
 20091004 1200  -5.1   2.9   5.8 299.4 11 55
 20091005 1200  -3.5   3.2   4.7 312.2 11 55
 20091006 1200  -3.1   2.7   4.1 310.6 11 55
 20091007 1200  -2.8   3.9   4.8 324.7 11 55
 20091008 1200  -4.4   4.8   6.5 317.9 11 55
 20091009 1200  -3.0   5.3   6.1 330.7 11 55
 20091010 1200  -3.5   4.3   5.6 320.5 11 55
 20091011 1200  -5.4   3.7   6.5 304.2 11 55
 20091012 1200  -3.3   4.7   5.7 324.4 11 55
 20091013 1200  -4.6   5.0   6.8 317.0 11 55
 20091014 1200  -4.4   6.2   7.6 324.8 11 55
 20091015 1200  -4.5   5.1   6.8 318.5 11 55
 20091016 1200  -4.7   4.2   6.3 312.2 11 55
 20091017 1200  -5.6   3.4   6.6 301.1 11 55
 20091018 1200  -5.4   4.8   7.2 311.5 11 55
 20091019 1200  -4.4   5.1   6.8 319.3 11 55
 20091020 1200  -4.1   5.0   6.5 320.3 11 55
 20091021 1200  -4.5   3.6   5.8 309.1 11 55
 20091022 1200  -5.0   2.9   5.8 299.7 11 55
 20091023 1200  -3.5   3.5   4.9 315.0 11 55
 20091024 1200  -4.0   3.6   5.4 311.7 11 55
 20091025 1200  -4.1   3.9   5.6 313.2 11 55
 20091026 1200  -3.0   2.7   4.0 312.6 11 55
 20091027 1200  -3.9   2.5   4.7 302.6 11 55
 20091028 1200  -2.5   2.5   3.5 315.2 11 55
 20091029 1200  -1.9   3.7   4.2 332.7 11 55
 20091030 1200  -1.5   3.5   3.8 337.4 11 55
 20091031 1200  -1.2   3.2   3.4 339.0 11 55
 20091101 1200  -1.5   2.2   2.6 324.8 11 55
 20091102 1200  -3.0   3.1   4.3 315.3 11 55
 20091103 1200  -3.2   4.0   5.2 321.8 11 55
 20091104 1200  -4.0   4.0   5.6 315.1 11 55
 20091105 1200  -4.7   4.8   6.7 315.2 11 55
 20091106 1200  -4.4   4.4   6.2 314.8 11 55
 20091107 1200  -4.7   2.5   5.3 297.7 11 55
