 Location:  0N 140W  15 Sep 2006 to 24 Jun 2013 ( 2475 times,  7 blocks) Gen. Date Mar  3 2014
 Units: Sea Level Pressure (hPa),  -9.90 = missing
 Time: 1200 15 Sep 2006 to 1200 17 Nov 2006 (index     1 to    64,   64 times)
 Depth (M):        -3 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20081110 1200 1010.7 2 5
 20081111 1200 1010.5 2 5
 20081112 1200 1011.3 2 5
 20081113 1200 1011.0 2 5
 20081114 1200 1010.3 2 5
 20081115 1200 1009.6 2 5
 20081116 1200 1009.9 2 5
 20081117 1200 1010.2 2 5
 20081118 1200 1010.2 2 5
 20081119 1200 1009.4 2 5
 20081120 1200 1009.3 2 5
 20081121 1200 1008.9 2 5
 20081122 1200 1009.8 2 5
 20081123 1200 1010.9 2 5
 20081124 1200 1011.0 2 5
 20081125 1200 1011.3 2 5
 20081126 1200 1012.0 2 5
 20081127 1200 1012.3 2 5
 20081128 1200 1013.5 2 5
 20081129 1200 1012.3 2 5
 20081130 1200 1010.4 2 5
 20081201 1200 1010.9 2 5
 20081202 1200 1012.0 2 5
 20081203 1200 1012.6 2 5
 20081204 1200 1012.2 2 5
 20081205 1200 1011.0 2 5
 20081206 1200 1010.8 2 5
 20081207 1200 1011.1 2 5
 20081208 1200 1011.4 2 5
 20081209 1200 1010.7 2 5
 20081210 1200 1011.7 2 5
 20081211 1200 1010.9 2 5
 20081212 1200 1009.9 2 5
 20081213 1200 1010.6 2 5
 20081214 1200 1011.0 2 5
 20081215 1200 1011.0 2 5
 20081216 1200 1010.7 2 5
 20081217 1200 1011.4 2 5
 20081218 1200 1010.9 2 5
 20081219 1200 1011.7 2 5
 20081220 1200 1010.3 2 5
 20081221 1200 1010.0 2 5
 20081222 1200 1010.5 2 5
 20081223 1200 1011.1 2 5
 20081224 1200 1010.9 2 5
 20081225 1200 1011.5 2 5
 20081226 1200 1011.1 2 5
 20081227 1200 1011.4 2 5
 20081228 1200 1011.4 2 5
 20081229 1200 1010.9 2 5
 20081230 1200 1009.8 2 5
 20081231 1200 1009.4 2 5
 20090101 1200 1010.3 2 5
 20090102 1200 1010.3 2 5
 20090103 1200 1010.3 2 5
 20090104 1200 1011.2 2 5
 20090105 1200 1012.1 2 5
 20090106 1200 1012.2 2 5
 20090107 1200 1011.2 2 5
 20090108 1200 1009.9 2 5
 20090109 1200 1009.3 2 5
 20090110 1200 1011.1 2 5
 20090111 1200 1011.0 2 5
 20090112 1200 1011.9 2 5
 20090113 1200 1012.1 2 5
 20090114 1200 1012.6 2 5
 20090115 1200 1013.0 2 5
 20090116 1200 1013.8 2 5
 20090117 1200 1013.7 2 5
 20090118 1200 1013.4 2 5
 20090119 1200 1013.1 2 5
 20090120 1200 1013.2 2 5
 20090121 1200 1012.9 2 5
 20090122 1200 1011.8 2 5
 20090123 1200 1011.1 2 5
 20090124 1200 1011.4 2 5
 20090125 1200 1010.6 2 5
 20090126 1200 1009.9 2 5
 20090127 1200 1009.8 2 5
 20090128 1200 1010.9 2 5
 20090129 1200 1010.9 2 5
 20090130 1200 1010.7 2 5
 20090131 1200 1010.3 2 5
 20090201 1200 1009.8 2 5
 20090202 1200 1009.6 2 5
 20090203 1200 1008.2 2 5
 20090204 1200 1008.5 2 5
 20090205 1200 1010.3 2 5
 20090206 1200 1011.5 2 5
 20090207 1200 1011.9 2 5
 20090208 1200 1011.3 2 5
 20090209 1200 1011.6 2 5
 20090210 1200 1011.4 2 5
 20090211 1200 1010.5 2 5
 20090212 1200 1010.9 2 5
 20090213 1200 1011.5 2 5
 20090214 1200 1011.5 2 5
 20090215 1200 1011.2 2 5
 20090216 1200 1011.1 2 5
 20090217 1200 1010.8 2 5
 20090218 1200 1009.2 2 5
 20090219 1200 1007.5 2 5
 20090220 1200 1008.1 2 5
 20090221 1200 1008.9 2 5
