 Location:  0N 156E  17 Mar 1998 to  1 Mar 2014 ( 5829 times, 10 blocks) Gen. Date Mar  3 2014
 Units: Sea Level Pressure (hPa),  -9.90 = missing
 Time: 1200 17 Mar 1998 to 1200 18 Jun 1998 (index     1 to    94,   94 times)
 Depth (M):        -2 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20000504 1200 1009.5 1 1
 20000505 1200 1010.7 1 1
 20000506 1200 1011.2 1 1
 20000507 1200 1010.9 1 1
 20000508 1200 1009.7 1 1
 20000509 1200 1008.7 1 1
 20000510 1200 1008.5 1 1
 20000511 1200 1009.1 1 1
 20000512 1200 1009.8 1 1
 20000513 1200 1010.0 1 1
 20000514 1200 1010.5 1 1
 20000515 1200 1009.8 1 1
 20000516 1200 1009.3 1 1
 20000517 1200 1009.8 1 1
 20000518 1200 1010.3 1 1
 20000519 1200 1010.1 1 1
 20000520 1200 1010.6 1 1
 20000521 1200 1011.1 1 1
 20000522 1200 1010.3 1 1
 20000523 1200 1008.9 1 1
 20000524 1200 1008.3 1 1
 20000525 1200 1009.0 1 1
 20000526 1200 1008.5 1 1
 20000527 1200 1008.4 1 1
 20000528 1200 1008.4 1 1
 20000529 1200 1007.8 1 1
 20000530 1200 1007.2 1 1
 20000531 1200 1007.2 1 1
 20000601 1200 1007.9 1 1
 20000602 1200 1008.0 1 1
 20000603 1200 1008.1 1 1
 20000604 1200 1008.3 1 1
 20000605 1200 1008.9 1 1
 20000606 1200 1008.7 1 1
 20000607 1200 1009.5 1 1
 20000608 1200 1009.5 1 1
 20000609 1200 1009.8 1 1
 20000610 1200 1008.7 1 1
 20000611 1200 1008.9 1 1
 20000612 1200 1009.7 1 1
 20000613 1200 1011.0 1 1
 20000614 1200 1011.0 1 1
 20000615 1200 1010.5 1 1
 20000616 1200 1009.9 1 1
 20000617 1200 1009.5 1 1
 20000618 1200 1010.1 1 1
 20000619 1200 1009.9 1 1
 20000620 1200 1009.4 1 1
 20000621 1200 1009.0 1 1
 20000622 1200 1008.3 1 1
 20000623 1200 1008.1 1 1
 20000624 1200 1008.1 1 1
 20000625 1200 1008.1 1 1
 20000626 1200 1007.4 1 1
 20000627 1200 1006.5 1 1
 20000628 1200 1006.1 1 1
 20000629 1200 1006.8 1 1
 20000630 1200 1007.6 1 1
 20000701 1200 1007.9 1 1
 20000702 1200 1006.8 1 1
 20000703 1200 1006.2 1 1
 20000704 1200 1006.7 1 1
 Time: 1200 30 Jul 2000 to 1200  9 Aug 2000 (index   867 to   877,   11 times)
 Depth (M):        -2 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20000730 1200 1009.8 1 1
 20000731 1200 1009.2 1 1
 20000801 1200 1009.2 1 1
 20000802 1200 1008.3 1 1
 20000803 1200 1008.3 1 1
 20000804 1200 1008.5 1 1
 20000805 1200 1008.7 1 1
 20000806 1200 1009.6 1 1
 20000807 1200 1009.4 1 1
 20000808 1200 1008.9 1 1
 20000809 1200 1008.3 1 1
 Time: 1200  4 Sep 2000 to 1200  1 Mar 2001 (index   903 to  1081,  179 times)
 Depth (M):        -2 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20000904 1200 1009.8 1 1
 20000905 1200 1009.5 1 1
 20000906 1200 1009.3 1 1
 20000907 1200 1009.1 1 1
 20000908 1200 1010.1 1 1
 20000909 1200 1009.4 1 1
 20000910 1200 1009.3 1 1
 20000911 1200 1009.2 1 1
 20000912 1200 1009.5 1 1
 20000913 1200 1009.5 1 1
 20000914 1200 1008.7 1 1
 20000915 1200 1008.7 1 1
 20000916 1200 1009.3 1 1
 20000917 1200 1009.1 1 1
 20000918 1200 1008.7 1 1
 20000919 1200 1008.8 1 1
 20000920 1200 1009.2 1 1
 20000921 1200 1009.7 1 1
 20000922 1200 1009.5 1 1
 20000923 1200 1009.6 1 1
 20000924 1200 1009.6 1 1
 20000925 1200 1009.2 1 1
 20000926 1200 1009.4 1 1
 20000927 1200 1010.1 1 1
 20000928 1200 1011.0 1 1
 20000929 1200 1010.8 1 1
 20000930 1200 1010.3 1 1
 20001001 1200 1008.8 1 1
 20001002 1200 1008.9 1 1
 20001003 1200 1007.7 1 1
 20001004 1200 1007.0 1 1
 20001005 1200 1006.9 1 1
 20001006 1200 1007.1 1 1
 20001007 1200 1007.0 1 1
 20001008 1200 1007.1 1 1
 20001009 1200 1007.5 1 1
 20001010 1200 1008.1 1 1
 20001011 1200 1008.5 1 1
 20001012 1200 1007.2 1 1
 20001013 1200 1007.3 1 1
 20001014 1200 1008.4 1 1
 20001015 1200 1008.9 1 1
 20001016 1200 1008.2 1 1
 20001017 1200 1007.0 1 1
 20001018 1200 1007.2 1 1
 20001019 1200 1008.4 1 1
 20001020 1200 1008.1 1 1
 20001021 1200 1007.5 1 1
 20001022 1200 1006.8 1 1
 20001023 1200 1007.3 1 1
 20001024 1200 1008.2 1 1
 20001025 1200 1008.2 1 1
 20001026 1200 1008.6 1 1
 20001027 1200 1008.1 1 1
 20001028 1200 1007.5 1 1
 20001029 1200 1008.0 1 1
 20001030 1200 1009.0 1 1
 20001031 1200 1008.8 1 1
 20001101 1200 1009.0 1 1
 20001102 1200 1009.0 1 1
 20001103 1200 1009.8 1 1
 20001104 1200 1009.4 1 1
 20001105 1200 1008.2 1 1
 20001106 1200 1008.5 1 1
 20001107 1200 1008.1 1 1
 20001108 1200 1008.3 1 1
 20001109 1200 1008.0 1 1
 20001110 1200 1007.8 1 1
 20001111 1200 1006.9 1 1
 20001112 1200 1006.2 1 1
 20001113 1200 1006.0 1 1
 20001114 1200 1005.8 1 1
 20001115 1200 1005.9 1 1
 20001116 1200 1006.3 1 1
 20001117 1200 1005.8 1 1
 20001118 1200 1005.8 1 1
 20001119 1200 1005.7 1 1
 20001120 1200 1005.8 1 1
 20001121 1200 1005.4 1 1
 20001122 1200 1005.4 1 1
 20001123 1200 1005.9 1 1
 20001124 1200 1006.3 1 1
 20001125 1200 1006.3 1 1
 20001126 1200 1005.8 1 1
 20001127 1200 1004.9 1 1
 20001128 1200 1005.0 1 1
 20001129 1200 1005.3 1 1
 20001130 1200 1005.4 1 1
 20001201 1200 1005.2 1 1
 20001202 1200 1006.3 1 1
 20001203 1200 1006.1 1 1
 20001204 1200 1006.7 1 1
 20001205 1200 1007.3 1 1
 20001206 1200 1008.0 1 1
 20001207 1200 1007.2 1 1
 20001208 1200 1006.7 1 1
 20001209 1200 1007.7 1 1
 20001210 1200 1007.8 1 1
 20001211 1200 1007.3 1 1
 20001212 1200 1007.3 1 1
 20001213 1200 1007.6 1 1
 20001214 1200 1007.5 1 1
 20001215 1200 1007.7 1 1
 20001216 1200 1007.3 1 1
 20001217 1200 1006.4 1 1
 20001218 1200 1006.0 1 1
 20001219 1200 1006.2 1 1
 20001220 1200   -9.9 0 1
 20001221 1200 1006.2 1 1
 20001222 1200 1006.3 1 1
 20001223 1200 1006.4 1 1
 20001224 1200 1006.4 1 1
 20001225 1200 1007.2 1 1
 20001226 1200 1006.4 1 1
 20001227 1200   -9.9 0 1
 20001228 1200 1005.8 1 1
 20001229 1200 1006.5 1 1
 20001230 1200 1007.7 1 1
 20001231 1200 1007.5 1 1
 20010101 1200 1007.6 1 1
 20010102 1200 1007.5 1 1
 20010103 1200   -9.9 0 1
 20010104 1200 1007.4 1 1
 20010105 1200 1008.0 1 1
 20010106 1200 1008.1 1 1
 20010107 1200 1007.2 1 1
 20010108 1200 1006.4 1 1
 20010109 1200 1007.1 1 1
 20010110 1200 1006.6 1 1
 20010111 1200 1006.4 1 1
 20010112 1200 1006.7 1 1
 20010113 1200 1006.4 1 1
 20010114 1200 1006.8 1 1
 20010115 1200 1008.1 1 1
 20010116 1200 1009.0 1 1
 20010117 1200 1008.2 1 1
 20010118 1200 1007.9 1 1
 20010119 1200 1008.3 1 1
 20010120 1200 1007.8 1 1
 20010121 1200 1007.3 1 1
 20010122 1200 1007.4 1 1
 20010123 1200 1007.1 1 1
 20010124 1200 1006.6 1 1
 20010125 1200 1006.9 1 1
 20010126 1200 1007.2 1 1
 20010127 1200 1007.3 1 1
 20010128 1200 1007.6 1 1
 20010129 1200 1006.7 1 1
 20010130 1200 1006.3 1 1
 20010131 1200 1005.6 1 1
 20010201 1200 1004.4 1 1
 20010202 1200 1004.6 1 1
 20010203 1200 1005.0 1 1
 20010204 1200 1004.4 1 1
 20010205 1200 1003.8 1 1
 20010206 1200 1002.9 1 1
 20010207 1200 1002.9 1 1
 20010208 1200 1003.0 1 1
 20010209 1200 1002.6 1 1
 20010210 1200 1003.1 1 1
 20010211 1200 1003.1 1 1
 20010212 1200 1003.4 1 1
 20010213 1200 1004.1 1 1
 20010214 1200 1005.8 1 1
 20010215 1200 1007.1 1 1
 20010216 1200 1007.3 1 1
 20010217 1200 1006.7 1 1
 20010218 1200 1005.8 1 1
 20010219 1200 1006.1 1 1
 20010220 1200 1006.8 1 1
 20010221 1200 1007.4 1 1
 20010222 1200 1007.7 1 1
 20010223 1200 1007.5 1 1
 20010224 1200 1007.7 1 1
 20010225 1200 1008.1 1 1
 20010226 1200 1009.2 1 1
 20010227 1200 1009.7 1 1
 20010228 1200 1009.6 1 1
 20010301 1200 1008.9 1 1
 Time: 1200 12 Mar 2001 to 1200 14 Aug 2001 (index  1092 to  1247,  156 times)
 Depth (M):        -2 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20010312 1200 1007.9 1 1
 20010313 1200 1009.5 1 1
 20010314 1200 1009.9 1 1
 20010315 1200 1008.1 1 1
 20010316 1200 1007.1 1 1
 20010317 1200 1008.0 1 1
 20010318 1200 1008.8 1 1
 20010319 1200 1008.9 1 1
 20010320 1200 1007.9 1 1
 20010321 1200 1007.3 1 1
 20010322 1200 1008.0 1 1
 20010323 1200 1008.4 1 1
