 Location:  2S 125W   5 Nov 1991 to 23 May 2012 ( 7506 times,  6 blocks) Gen. Date Nov 24 2013
 Units: Winds (M/S), W. Dir (DEG), -99.9 = missing, (1,1) is NE at sqrt(2) m/s
 Time: 1200  5 Nov 1991 to 1200 26 Aug 1996 (index     1 to  1757, 1757 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 19930102 1200  -6.0   0.7   6.0 276.2 12 55
 19930103 1200  -5.7   0.0   5.7 269.7 12 55
 19930104 1200  -6.7   1.0   6.7 278.6 12 55
 19930105 1200  -5.8  -1.0   5.9 260.4 12 55
 19930106 1200  -7.4  -1.2   7.5 260.9 12 55
 19930107 1200  -7.2  -1.7   7.4 256.7 12 55
 19930108 1200  -7.6  -0.7   7.6 265.1 12 55
 19930109 1200  -4.2  -1.1   4.4 255.0 12 55
 19930110 1200  -5.3   0.6   5.3 276.6 12 55
 19930111 1200  -5.6  -0.1   5.6 268.9 12 55
 19930112 1200  -5.3  -1.0   5.3 259.1 12 55
 19930113 1200  -5.2   0.0   5.2 269.9 12 55
 19930114 1200  -4.6   0.0   4.6 270.5 12 55
 19930115 1200  -5.9  -1.8   6.2 253.1 12 55
 19930116 1200  -6.2  -1.8   6.4 254.2 12 55
 19930117 1200  -6.3  -1.6   6.5 255.7 12 55
 19930118 1200  -7.3  -2.1   7.6 253.7 12 55
 19930119 1200  -7.3  -2.6   7.8 250.8 12 55
 19930120 1200  -8.2  -1.9   8.4 256.9 12 55
 19930121 1200  -7.3  -1.4   7.4 259.5 12 55
 19930122 1200  -7.7  -0.6   7.7 265.8 12 55
 19930123 1200  -6.6   0.2   6.6 271.4 12 55
 19930124 1200  -6.7  -0.3   6.7 267.7 12 55
 19930125 1200  -5.8   0.5   5.8 274.6 12 55
 19930126 1200  -6.2   0.0   6.2 269.7 12 55
 19930127 1200  -7.1  -0.7   7.1 264.5 12 55
 19930128 1200  -7.3  -0.1   7.3 269.3 12 55
 19930129 1200  -7.1   0.9   7.1 277.6 12 55
 19930130 1200  -6.8   1.9   7.1 286.0 12 55
 19930131 1200  -5.5   1.4   5.6 284.1 12 55
 19930201 1200  -5.5  -0.2   5.5 268.0 12 55
 19930202 1200  -4.6   0.1   4.6 271.4 12 55
 19930203 1200  -4.7   1.7   5.0 290.4 12 55
 19930204 1200  -5.5   0.5   5.5 274.8 12 55
 19930205 1200  -5.7  -1.6   5.9 254.6 12 55
 19930206 1200  -5.4   1.2   5.5 282.1 12 55
 19930207 1200  -5.5   1.9   5.8 289.3 12 55
 19930208 1200  -5.0   0.6   5.0 276.6 12 55
 19930209 1200  -5.9  -1.1   6.0 259.8 12 55
 19930210 1200  -4.7  -0.3   4.7 266.2 12 55
 19930211 1200  -5.4  -0.8   5.4 261.1 12 55
 19930212 1200  -5.8   1.7   6.0 286.2 12 55
 19930213 1200  -4.1   1.2   4.2 286.8 12 55
 19930214 1200  -4.9   0.2   4.9 272.6 12 55
 19930215 1200  -5.2   0.5   5.3 275.0 12 55
 19930216 1200  -5.2   1.9   5.5 290.4 12 55
 19930217 1200  -5.4  -0.8   5.5 262.0 12 55
 19930218 1200  -4.8   0.8   4.9 279.2 12 55
 19930219 1200  -5.8   0.8   5.8 277.5 12 55
 19930220 1200  -6.3  -0.1   6.3 269.5 12 55
 19930221 1200  -5.1  -2.3   5.6 245.4 12 55
 19930222 1200  -5.8  -0.8   5.8 261.7 12 55
 19930223 1200  -5.1  -0.3   5.1 266.9 12 55
 19930224 1200  -3.8  -0.7   3.8 259.4 12 55
 19930225 1200  -4.1  -0.3   4.1 265.9 12 55
 19930226 1200  -4.0  -1.2   4.1 253.3 12 55
 19930227 1200  -3.9  -2.2   4.5 240.6 12 55
 19930228 1200  -4.6   0.0   4.6 270.4 12 55
 19930301 1200  -3.2  -1.0   3.4 252.5 12 55
 19930302 1200  -3.5  -1.4   3.8 247.7 12 55
 19930303 1200  -4.3  -3.5   5.5 231.0 12 55
 19930304 1200  -5.1  -1.0   5.2 258.9 12 55
 19930305 1200  -6.4   0.6   6.4 275.3 12 55
 19930306 1200  -5.0   0.5   5.0 276.1 12 55
 19930307 1200  -4.0  -1.6   4.3 247.7 12 55
 19930308 1200  -3.5  -0.5   3.6 262.7 12 55
 19930309 1200  -5.1  -0.2   5.1 267.9 12 55
 19930310 1200  -5.6  -1.6   5.8 253.9 12 55
 19930311 1200  -6.7  -2.3   7.1 251.3 12 55
 19930312 1200  -6.1  -2.8   6.8 245.1 12 55
 19930313 1200  -4.0  -1.4   4.2 250.3 12 55
 19930314 1200  -3.0  -1.3   3.3 246.8 12 55
 19930315 1200  -4.8  -0.2   4.8 267.1 12 55
 19930316 1200  -5.4  -0.8   5.5 261.2 12 55
 19930317 1200  -3.0  -2.3   3.7 232.5 12 55
 19930318 1200  -3.2  -1.1   3.4 251.7 12 55
 19930319 1200  -3.7   1.2   3.9 288.1 12 55
 19930320 1200  -4.6   0.1   4.6 270.9 12 55
 19930321 1200  -0.6  -2.3   2.4 195.6 12 55
 19930322 1200  -2.6   0.1   2.6 271.8 12 55
 19930323 1200  -2.7  -0.2   2.8 264.8 12 55
 19930324 1200  -3.1  -2.1   3.8 235.8 12 55
 19930325 1200  -3.0  -1.1   3.2 250.2 12 55
 19930326 1200  -2.2  -1.3   2.5 239.6 12 55
 19930327 1200  -1.9  -2.0   2.8 224.2 12 55
 19930328 1200  -2.4  -1.2   2.7 242.5 12 55
 19930329 1200  -0.8   0.2   0.9 285.6 12 55
 19930330 1200  -0.5  -1.9   2.0 195.2 12 55
 19930331 1200  -1.5  -3.1   3.4 206.1 12 55
 19930401 1200  -4.1   2.0   4.6 295.7 12 55
 19930402 1200  -1.6   0.7   1.8 293.7 12 55
 19930403 1200  -1.2   0.6   1.4 294.5 12 55
 19930404 1200  -3.9   0.2   3.9 272.6 12 55
 19930405 1200  -1.9  -0.2   1.9 263.3 12 55
 19930406 1200  -0.9  -0.6   1.1 236.3 12 55
 19930407 1200  -3.2  -1.8   3.7 241.2 12 55
 19930408 1200  -1.2  -0.9   1.5 234.8 12 55
 19930409 1200  -2.5   2.2   3.4 311.6 12 55
 19930410 1200  -3.8   0.2   3.8 273.6 12 55
 19930411 1200  -4.8  -1.3   4.9 255.2 12 55
 19930412 1200  -4.8  -3.0   5.6 238.3 12 55
 19930413 1200  -2.5  -0.9   2.7 251.0 12 55
 19930414 1200  -2.4   0.3   2.4 276.1 12 55
 19930415 1200  -2.8  -0.3   2.8 263.3 12 55
 19930416 1200  -2.8  -1.7   3.2 238.4 12 55
 19930417 1200  -5.6   1.0   5.7 280.4 12 55
 19930418 1200  -5.7   0.8   5.8 278.3 12 55
 19930419 1200  -5.8  -0.2   5.9 268.3 12 55
 19930420 1200  -5.7   0.7   5.7 276.8 12 55
 19930421 1200  -3.6   0.5   3.7 277.3 12 55
 19930422 1200  -4.7   1.4   4.9 286.7 12 55
 19930423 1200  -3.5   0.6   3.5 279.0 12 55
 19930424 1200  -2.3  -0.1   2.3 267.7 12 55
 19930425 1200  -4.4   0.2   4.4 272.3 12 55
 19930426 1200  -5.9   1.9   6.2 288.3 12 55
 19930427 1200  -4.8  -0.3   4.8 266.2 12 55
 19930428 1200  -3.7  -1.0   3.8 254.8 12 55
 19930429 1200  -3.5   1.6   3.9 294.6 12 55
 19930430 1200  -2.3   0.5   2.3 281.7 12 55
 19930501 1200  -2.1  -0.3   2.1 260.9 12 55
 19930502 1200  -4.0   1.0   4.1 283.7 12 55
 19930503 1200  -5.9   0.7   5.9 276.9 12 55
 19930504 1200  -5.4   1.3   5.5 283.3 12 55
 19930505 1200  -6.7   1.6   6.9 283.1 12 55
 19930506 1200  -6.3   1.9   6.6 286.6 12 55
 19930507 1200  -5.4   0.9   5.5 279.5 12 55
 19930508 1200  -5.9  -1.3   6.0 257.8 12 55
 19930509 1200  -7.0   2.6   7.5 290.1 12 55
 19930510 1200  -4.5   1.7   4.8 291.0 12 55
 19930511 1200  -6.9  -0.1   6.9 269.3 12 55
 19930512 1200  -6.7   1.7   6.9 284.1 12 55
 19930513 1200  -5.9   0.3   5.9 272.9 12 55
 19930514 1200  -4.9   0.6   5.0 277.3 12 55
 19930515 1200  -5.3   0.7   5.3 277.1 12 55
 19930516 1200  -3.6  -2.3   4.3 237.0 12 55
 19930517 1200  -5.9  -1.9   6.2 252.1 12 55
 19930518 1200  -5.2  -0.7   5.2 262.3 12 55
 19930519 1200  -4.8   0.7   4.9 278.2 12 55
 19930520 1200  -6.2   2.4   6.7 290.9 12 55
 19930521 1200  -6.2   0.0   6.2 269.6 12 55
 19930522 1200  -4.0   0.7   4.1 279.3 12 55
 19930523 1200  -3.2   1.7   3.6 297.0 12 55
 19930524 1200  -4.9   1.1   5.0 283.2 12 55
 19930525 1200  -4.2   0.3   4.2 274.8 12 55
 19930526 1200  -3.4   2.1   4.0 302.3 12 55
 19930527 1200  -2.9   2.7   4.0 313.3 12 55
 19930528 1200  -4.6   2.5   5.2 299.1 12 55
 19930529 1200  -7.2   2.2   7.6 287.1 12 55
 19930530 1200  -8.0   0.7   8.0 274.6 12 55
 19930531 1200  -8.4   2.0   8.7 283.6 12 55
 19930601 1200  -8.2   1.5   8.3 280.5 12 55
 19930602 1200  -7.4   1.2   7.5 279.2 12 55
 19930603 1200  -7.3   1.5   7.5 281.2 12 55
 19930604 1200  -7.8   0.5   7.8 273.5 12 55
 19930605 1200  -7.7   2.1   8.0 285.1 12 55
 19930606 1200  -6.6   1.8   6.8 285.1 12 55
 19930607 1200  -6.4   3.1   7.1 295.9 12 55
 19930608 1200  -6.0   2.5   6.5 292.4 12 55
 19930609 1200  -6.4   0.2   6.4 272.3 12 55
 19930610 1200  -7.2   0.8   7.2 275.9 12 55
 19930611 1200  -6.2   0.8   6.3 277.5 12 55
 19930612 1200  -6.0   2.6   6.6 293.5 12 55
 19930613 1200  -6.7   3.3   7.4 296.1 12 55
 19930614 1200  -7.2   2.4   7.5 288.2 12 55
 19930615 1200  -6.3   1.5   6.5 283.2 12 55
 19930616 1200  -5.8   0.3   5.8 273.2 12 55
 19930617 1200  -5.7   0.4   5.7 274.1 12 55
 19930618 1200  -6.5   0.9   6.6 277.6 12 55
 19930619 1200  -6.8   1.9   7.0 285.7 12 55
 19930620 1200  -5.4   0.1   5.4 271.3 12 55
 19930621 1200  -4.5   0.8   4.5 280.6 12 55
 19930622 1200  -5.0   1.2   5.1 284.1 12 55
 19930623 1200  -5.0   0.4   5.0 274.8 12 55
 19930624 1200  -4.9   1.1   5.0 282.6 12 55
 19930625 1200  -6.1   0.9   6.2 278.4 12 55
 19930626 1200  -6.3   0.0   6.3 270.0 12 55
 19930627 1200  -6.3   0.6   6.3 275.1 12 55
 19930628 1200  -4.7   0.5   4.7 276.4 12 55
 19930629 1200  -6.1   1.5   6.3 283.5 12 55
 19930630 1200  -7.4   1.4   7.5 280.9 12 55
 19930701 1200  -7.8  -0.8   7.9 264.6 12 55
 19930702 1200  -7.0  -1.6   7.2 257.0 12 55
 19930703 1200  -6.5  -0.5   6.5 266.0 12 55
 19930704 1200  -8.1  -0.9   8.1 263.6 12 55
 19930705 1200  -7.4  -1.7   7.5 257.2 12 55
 19930706 1200  -6.0  -2.7   6.6 246.2 12 55
 19930707 1200  -7.4  -0.3   7.4 268.0 12 55
 19930708 1200  -6.8  -0.1   6.8 269.6 12 55
 19930709 1200  -6.4  -0.8   6.5 263.1 12 55
 19930710 1200  -6.6  -1.8   6.9 254.9 12 55
 19930711 1200  -6.8  -1.5   7.0 257.6 12 55
 19930712 1200  -6.7   1.2   6.8 280.5 12 55
 19930713 1200  -6.9   2.2   7.2 287.9 12 55
 19930714 1200  -6.7   0.3   6.7 272.5 12 55
 19930715 1200  -5.7  -0.5   5.7 265.0 12 55
 19930716 1200  -5.0  -0.8   5.1 261.5 12 55
 19930717 1200  -5.5  -0.1   5.5 268.4 12 55
 19930718 1200  -7.0  -1.3   7.1 259.6 12 55
 19930719 1200  -8.1  -1.3   8.2 261.1 12 55
 19930720 1200  -8.1  -1.5   8.2 259.5 12 55
 19930721 1200  -5.2  -0.1   5.2 268.5 12 55
 19930722 1200  -5.6  -0.9   5.7 261.0 12 55
 19930723 1200  -6.0  -0.7   6.0 263.7 12 55
 19930724 1200  -4.4  -1.4   4.6 252.6 12 55
 19930725 1200  -6.1  -2.1   6.4 250.7 12 55
 19930726 1200  -4.2   1.1   4.3 284.2 12 55
 19930727 1200  -4.4   0.4   4.4 274.8 12 55
 19930728 1200  -4.7  -0.8   4.8 260.5 12 55
 19930729 1200  -4.8   0.4   4.8 274.3 12 55
 19930730 1200  -4.5   1.5   4.7 288.2 12 55
 19930731 1200  -5.5   0.8   5.6 278.1 12 55
 19930801 1200  -5.0   1.2   5.1 284.1 12 55
 19930802 1200  -4.5   1.9   4.9 292.8 12 55
 19930803 1200  -5.6   0.9   5.7 279.1 12 55
 19930804 1200  -7.0   0.6   7.0 274.8 12 55
 19930805 1200  -7.7   2.2   8.0 286.3 12 55
 19930806 1200  -7.9   3.2   8.5 292.2 12 55
 19930807 1200  -7.3   2.9   7.9 291.8 12 55
 19930808 1200  -5.7   3.1   6.5 298.4 12 55
 19930809 1200  -6.1   1.8   6.3 286.2 12 55
 19930810 1200  -6.4   2.2   6.8 289.3 12 55
 19930811 1200  -5.9   2.2   6.3 290.2 12 55
 19930812 1200  -6.2   1.0   6.3 279.3 12 55
 19930813 1200  -6.5  -2.1   6.8 252.1 12 55
 19930814 1200  -5.7   0.4   5.8 274.4 12 55
 19930815 1200  -3.1   0.6   3.1 281.2 12 55
 19930816 1200  -3.0  -0.1   3.0 268.9 12 55
 19930817 1200  -4.2  -0.7   4.3 260.5 12 55
 19930818 1200  -5.7  -2.3   6.1 248.1 12 55
 19930819 1200  -4.0   0.0   4.0 270.4 12 55
 19930820 1200  -3.3   0.4   3.3 276.6 12 55
 19930821 1200  -5.3  -0.1   5.3 269.4 12 55
 19930822 1200  -5.2  -1.9   5.5 249.8 12 55
 19930823 1200  -4.8  -1.4   5.0 253.4 12 55
 19930824 1200  -4.8  -0.6   4.8 262.8 12 55
 19930825 1200  -4.2   0.0   4.2 269.5 12 55
 19930826 1200  -5.7  -2.3   6.1 248.4 12 55
 19930827 1200  -6.3  -2.0   6.6 252.4 12 55
 19930828 1200  -6.1   0.7   6.2 276.3 12 55
 19930829 1200  -5.0   1.6   5.3 287.6 12 55
 19930830 1200  -3.9   1.0   4.0 284.8 12 55
 19930831 1200  -4.2  -0.2   4.2 267.4 12 55
 19930901 1200  -2.7   1.6   3.1 300.5 12 55
 19930902 1200  -3.0   1.7   3.5 299.7 12 55
 19930903 1200  -3.1   1.0   3.2 288.6 12 55
 19930904 1200  -3.4   0.1   3.4 271.7 12 55
 19930905 1200  -4.7  -0.2   4.7 267.4 12 55
 19930906 1200  -5.2  -0.1   5.2 268.8 12 55
 19930907 1200  -5.2   0.3   5.2 273.3 12 55
 19930908 1200  -5.0  -0.1   5.0 268.6 12 55
 19930909 1200  -3.5   0.0   3.5 269.9 12 55
 19930910 1200  -4.5   1.7   4.8 290.3 12 55
 19930911 1200  -5.4  -0.7   5.5 263.0 12 55
 19930912 1200  -6.1  -1.6   6.3 254.9 12 55
 19930913 1200  -6.1  -0.3   6.1 267.3 12 55
 19930914 1200  -6.3  -1.6   6.5 255.4 12 55
 19930915 1200  -5.6  -2.0   6.0 250.0 12 55
 19930916 1200  -5.5  -0.6   5.5 263.7 12 55
 19930917 1200  -5.6  -0.6   5.7 264.4 12 55
 19930918 1200  -7.4  -0.1   7.4 269.4 12 55
 19930919 1200  -7.3  -1.1   7.4 261.4 12 55
 19930920 1200  -6.9   1.7   7.1 283.7 12 55
 19930921 1200  -6.3   0.2   6.3 271.8 12 55
 19930922 1200  -6.6  -0.3   6.6 267.0 12 55
 19930923 1200  -7.1  -0.7   7.1 264.2 12 55
 19930924 1200  -6.9  -1.5   7.1 258.1 12 55
 19930925 1200  -5.8  -0.9   5.9 261.5 12 55
 19930926 1200  -3.4   1.0   3.6 285.7 12 55
 19930927 1200  -5.4   0.8   5.4 277.9 12 55
 19930928 1200  -4.3  -0.5   4.3 263.2 12 55
 19930929 1200  -5.4  -0.8   5.5 262.0 12 55
 19930930 1200  -6.0   0.6   6.0 275.2 12 55
 19931001 1200  -5.2  -0.3   5.2 266.3 12 55
 19931002 1200  -5.6   1.2   5.7 282.0 12 55
 19931003 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19931004 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19931005 1200  -6.8   0.3   6.8 272.5 12 55
 19931006 1200  -7.9   0.2   7.9 271.2 12 55
 19931007 1200  -6.8   0.1   6.8 270.9 12 55
 19931008 1200  -6.0   2.6   6.5 293.4 12 55
 19931009 1200  -5.3   1.9   5.7 289.6 12 55
 19931010 1200  -6.6   0.1   6.6 270.8 12 55
 19931011 1200  -7.3  -0.7   7.3 264.7 12 55
 19931012 1200  -7.6  -0.2   7.6 268.7 12 55
 19931013 1200  -7.1   1.8   7.3 284.5 12 55
 19931014 1200  -6.9   0.7   7.0 275.9 12 55
 19931015 1200  -7.1  -2.6   7.6 249.7 12 55
 19931016 1200  -6.8  -2.0   7.1 253.6 12 55
 19931017 1200  -7.0   0.6   7.0 274.6 12 55
 19931018 1200  -6.7  -0.8   6.7 263.5 12 55
 19931019 1200  -6.2  -0.8   6.3 262.5 12 55
 19931020 1200  -7.1   0.9   7.2 277.6 12 55
 19931021 1200  -6.8   1.4   7.0 281.3 12 55
 19931022 1200  -6.9   1.3   7.0 280.7 12 55
 19931023 1200  -7.1   0.1   7.1 270.9 12 55
 19931024 1200  -6.9  -0.8   6.9 263.7 12 55
 19931025 1200  -6.0  -0.6   6.1 264.5 12 55
 19931026 1200  -6.5   0.9   6.6 277.7 12 55
 19931027 1200  -5.7   1.8   6.0 287.5 12 55
 19931028 1200  -5.5   0.9   5.6 279.5 12 55
 19931029 1200  -8.2  -0.4   8.2 267.4 12 55
 19931030 1200  -8.2   0.8   8.2 275.6 12 55
 19931031 1200  -7.2   0.3   7.2 272.1 12 55
 19931101 1200  -3.4  -1.1   3.6 252.5 12 55
 19931102 1200  -3.5  -1.6   3.8 245.1 12 55
 19931103 1200  -5.6  -0.1   5.6 269.5 12 55
 19931104 1200  -7.1   0.6   7.1 274.8 12 55
 19931105 1200  -7.3   0.7   7.3 275.4 12 55
 19931106 1200  -7.3   1.2   7.4 279.6 12 55
 19931107 1200  -7.4   0.8   7.5 276.4 12 55
 19931108 1200  -7.2   1.0   7.3 277.6 12 55
 19931109 1200  -7.6   0.7   7.7 275.4 12 55
 19931110 1200  -6.7   1.1   6.8 278.9 12 55
 19931111 1200  -7.8   1.0   7.9 277.1 12 55
 19931112 1200  -8.0   0.1   8.0 271.0 12 55
 19931113 1200  -7.8   1.1   7.9 278.2 12 55
 19931114 1200  -7.5  -1.1   7.6 261.6 12 55
 19931115 1200  -8.1   0.9   8.1 276.3 12 55
 19931116 1200  -7.1   0.5   7.1 273.9 12 55
 19931117 1200  -6.0   0.9   6.0 278.2 12 55
 19931118 1200  -6.8   1.0   6.9 278.3 12 55
 19931119 1200  -6.7   1.1   6.7 279.1 12 55
 19931120 1200  -7.0   2.8   7.5 291.6 12 55
 19931121 1200  -5.5   1.0   5.6 279.9 12 55
 19931122 1200  -7.2   0.6   7.2 274.9 12 55
 19931123 1200  -7.3   0.8   7.4 275.8 12 55
 19931124 1200  -6.9   1.7   7.1 283.8 12 55
 19931125 1200  -7.2   1.1   7.2 278.6 12 55
 19931126 1200  -5.9   0.5   5.9 274.9 12 55
 19931127 1200  -4.7  -1.5   5.0 252.6 12 55
 19931128 1200  -5.9  -1.8   6.2 252.7 12 55
 19931129 1200  -6.7  -0.2   6.7 268.4 12 55
 19931130 1200  -6.2   1.6   6.4 284.4 12 55
 19931201 1200  -6.1   1.1   6.2 280.1 12 55
 19931202 1200  -5.4  -0.3   5.4 267.0 12 55
 19931203 1200  -6.6   1.1   6.7 279.9 12 55
 19931204 1200  -6.7   2.2   7.1 288.4 12 55
 19931205 1200  -6.5   1.8   6.8 285.6 12 55
 19931206 1200  -7.1   1.3   7.2 280.4 12 55
 19931207 1200  -6.1  -1.0   6.2 260.8 12 55
 19931208 1200  -5.5   1.5   5.7 285.4 12 55
 19931209 1200  -6.3   2.6   6.8 292.1 12 55
 19931210 1200  -7.4   2.5   7.8 288.6 12 55
 19931211 1200  -7.3   1.0   7.4 277.9 12 55
 19931212 1200  -7.3   0.8   7.3 276.1 12 55
 19931213 1200  -8.0   1.3   8.1 279.2 12 55
 19931214 1200  -8.2   2.1   8.5 284.1 12 55
 19931215 1200  -7.7   0.6   7.8 274.4 12 55
 19931216 1200  -7.1  -1.2   7.2 260.3 12 55
 19931217 1200  -7.1  -2.4   7.5 251.6 12 55
 19931218 1200  -7.7  -1.7   7.9 257.8 12 55
 19931219 1200  -7.6  -0.2   7.6 268.2 12 55
 19931220 1200  -8.1   0.2   8.1 271.1 12 55
 19931221 1200  -6.5   0.3   6.5 273.1 12 55
 19931222 1200  -4.6  -0.6   4.7 262.6 12 55
 19931223 1200  -4.2   0.6   4.2 277.8 12 55
 19931224 1200  -4.5   0.5   4.5 276.2 12 55
 19931225 1200  -5.9   2.7   6.4 294.5 12 55
 19931226 1200  -7.1   1.9   7.3 284.9 12 55
 19931227 1200  -7.2   0.4   7.2 272.9 12 55
 19931228 1200  -6.8   0.4   6.8 273.6 12 55
 19931229 1200  -6.2   0.6   6.2 275.9 12 55
 19931230 1200  -6.6   1.1   6.7 279.4 12 55
 19931231 1200  -6.8   2.1   7.2 287.1 12 55
 19940101 1200  -7.2   1.5   7.4 282.0 12 55
 19940102 1200  -6.1   0.9   6.2 278.5 12 55
 19940103 1200  -7.0   1.9   7.3 285.0 12 55
 19940104 1200  -8.1   2.1   8.3 284.5 12 55
 19940105 1200  -7.2  -0.5   7.2 266.2 12 55
 19940106 1200  -6.2   0.8   6.2 277.6 12 55
 19940107 1200  -7.4   2.2   7.7 286.4 12 55
 19940108 1200  -7.9   0.8   7.9 275.7 12 55
 19940109 1200  -7.4   0.0   7.4 270.0 12 55
 19940110 1200  -6.5   1.7   6.7 285.1 12 55
 19940111 1200  -5.6   1.5   5.8 284.7 12 55
 19940112 1200  -4.5   1.1   4.7 284.3 12 55
 19940113 1200  -5.6   1.1   5.7 281.1 12 55
 19940114 1200  -7.3   1.5   7.5 281.4 12 55
 19940115 1200  -7.7   0.5   7.7 274.0 12 55
 19940116 1200  -8.2  -0.1   8.2 269.6 12 55
 19940117 1200  -5.6  -0.3   5.6 266.9 12 55
 19940118 1200  -5.9   3.0   6.6 297.5 12 55
 19940119 1200  -8.3   0.7   8.3 274.5 12 55
 19940120 1200  -8.2  -0.7   8.2 265.5 12 55
 19940121 1200  -7.6  -1.5   7.8 258.8 12 55
 19940122 1200  -6.6   0.9   6.6 277.7 12 55
 19940123 1200  -6.6   1.8   6.8 285.0 12 55
 19940124 1200  -5.5   2.5   6.0 294.1 12 55
 19940125 1200  -5.2   1.2   5.4 283.0 12 55
 19940126 1200  -5.1   0.8   5.2 278.4 12 55
 19940127 1200  -4.3   1.7   4.6 291.2 12 55
 19940128 1200  -4.2   0.6   4.2 277.7 12 55
 19940129 1200  -3.6   0.0   3.6 269.4 12 55
 19940130 1200  -4.5  -2.7   5.2 238.5 12 55
 19940131 1200  -4.3  -1.0   4.5 256.7 12 55
 19940201 1200  -3.4   0.5   3.4 278.2 12 55
 19940202 1200  -2.1   0.7   2.2 289.1 12 55
 19940203 1200  -4.0   0.9   4.1 282.6 12 55
 19940204 1200  -5.5  -0.4   5.5 265.4 12 55
 19940205 1200  -5.4  -2.2   5.8 247.7 12 55
 19940206 1200  -4.0  -2.9   5.0 234.0 12 55
 19940207 1200  -3.4  -0.1   3.4 267.9 12 55
 19940208 1200  -5.2   0.3   5.2 273.6 12 55
 19940209 1200  -4.5   1.0   4.6 281.9 12 55
 19940210 1200  -4.6   0.2   4.7 272.0 12 55
 19940211 1200  -5.4   0.4   5.4 273.9 12 55
 19940212 1200  -4.8  -1.4   5.0 253.4 12 55
 19940213 1200  -5.2  -2.8   5.9 241.8 12 55
 19940214 1200  -3.7  -1.5   4.0 248.2 12 55
 19940215 1200  -5.2   0.6   5.3 276.8 12 55
 19940216 1200  -7.9  -0.2   7.9 268.8 12 55
 19940217 1200  -7.3  -0.1   7.3 268.9 12 55
 19940218 1200  -5.8   0.6   5.8 276.2 12 55
 19940219 1200  -5.5   0.5   5.6 274.9 12 55
 19940220 1200  -7.6  -1.6   7.8 258.2 12 55
 19940221 1200  -8.3  -2.0   8.5 256.7 12 55
 19940222 1200  -7.4  -1.1   7.5 261.8 12 55
 19940223 1200  -6.5   0.0   6.5 270.0 12 55
 19940224 1200  -5.6   1.5   5.8 284.9 12 55
 19940225 1200  -5.3   0.9   5.4 279.5 12 55
 19940226 1200  -4.8   0.7   4.8 278.5 12 55
 19940227 1200  -3.9  -1.7   4.2 245.7 12 55
 19940228 1200  -1.2  -1.0   1.6 229.2 12 55
 19940301 1200  -1.7  -2.4   3.0 214.3 12 55
 19940302 1200  -2.7  -0.1   2.7 268.6 12 55
 19940303 1200  -3.1  -1.1   3.3 251.3 12 55
 19940304 1200  -2.2  -2.3   3.2 224.1 12 55
 19940305 1200  -3.5   0.0   3.5 269.4 12 55
 19940306 1200  -3.0   1.8   3.5 300.9 12 55
 19940307 1200  -3.0   0.5   3.0 278.9 12 55
 19940308 1200  -1.5  -0.3   1.5 257.0 12 55
 19940309 1200  -2.9  -1.3   3.2 245.1 12 55
 19940310 1200   0.2  -1.3   1.3 169.4 12 55
 19940311 1200  -1.3   1.4   1.9 315.5 12 55
 19940312 1200  -3.8   0.6   3.9 278.3 12 55
 19940313 1200  -3.9   0.5   3.9 276.9 12 55
 19940314 1200  -4.9  -1.3   5.0 255.5 12 55
 19940315 1200  -7.0  -1.2   7.1 259.9 12 55
 19940316 1200  -6.2  -2.0   6.5 251.8 12 55
 19940317 1200  -5.2  -1.2   5.3 256.5 12 55
 19940318 1200  -3.2  -2.9   4.3 227.2 12 55
 19940319 1200  -4.4  -3.5   5.7 231.9 12 55
 19940320 1200  -4.5  -4.6   6.4 224.3 12 55
 19940321 1200  -4.3  -3.4   5.5 231.1 12 55
 19940322 1200  -3.9  -0.3   3.9 265.0 12 55
 19940323 1200  -3.4  -0.6   3.4 260.1 12 55
 19940324 1200  -2.7  -3.9   4.7 214.6 12 55
 19940325 1200  -3.6  -2.5   4.4 234.6 12 55
 19940326 1200  -3.2  -1.6   3.5 243.8 12 55
 19940327 1200  -3.8  -0.9   3.9 257.0 12 55
 19940328 1200  -0.8  -0.1   0.8 263.1 12 55
 19940329 1200  -1.8   4.5   4.8 337.8 12 55
 19940330 1200  -2.1   1.3   2.5 302.4 12 55
 19940331 1200  -2.6  -0.7   2.8 254.4 12 55
 19940401 1200  -4.2  -1.6   4.5 249.8 12 55
 19940402 1200  -6.1  -3.4   7.0 241.1 12 55
 19940403 1200  -5.7  -3.6   6.8 237.9 12 55
 19940404 1200  -4.9  -5.0   7.0 224.2 12 55
 19940405 1200  -4.4  -2.2   5.0 243.1 12 55
 19940406 1200  -3.9   1.1   4.1 285.7 12 55
 19940407 1200  -3.8  -1.6   4.2 246.8 12 55
 19940408 1200  -4.0  -4.2   5.8 224.2 12 55
 19940409 1200  -4.0  -2.8   4.9 235.3 12 55
 19940410 1200  -2.2  -0.2   2.2 265.3 12 55
 19940411 1200  -2.0  -2.2   3.0 223.5 12 55
 19940412 1200  -1.9  -1.6   2.5 228.8 12 55
 19940413 1200  -4.8  -3.7   6.1 232.2 12 55
